County,State,Population,White Population,Black Population,Hispanic Population,Asian Population,Native Hawaiian or Pacific Islander,Median Age,Employed,Unemployed,Household Income,Per Capita Income,Avg Rent,Avg Rent plus Utilities,Median Home Value,Avg Monthly Cost of Home,High School,College,Advanced Degree,Poverty Count,Poverty Rate,Family Poverty,Male Family Poverty,Female Family Poverty,White Poverty,Black Poverty,Hispanic Poverty,Asian Poverty,Native Hawaiian or Pacific Islander Poverty
Lucas County, Ohio,439511.0,324818.0,83604.0,27534.0,7007.0,174.0,37.4,222117.0,125014.0,41556.0,23885.0,518.0,649.0,108700.0,1216.0,95252,66944,25477,89289.0,20.31553248951676,17459.0,2044.0,11067.0,46277.0,32530.0,8339.0,1541.0,28.0
Madison County, Ohio,43221.0,39232.0,2717.0,643.0,300.0,8.0,39.6,20172.0,14730.0,54956.0,24014.0,542.0,741.0,144100.0,1305.0,12179,6132,1470,4235.0,9.79847759191134,781.0,58.0,374.0,3540.0,464.0,66.0,39.0,0.0
Mahoning County, Ohio,237033.0,190429.0,37132.0,11482.0,1911.0,17.0,43.1,114874.0,78521.0,41058.0,23975.0,492.0,616.0,95800.0,1093.0,67797,33235,12164,40290.0,16.997633240941134,8294.0,761.0,5676.0,23346.0,14340.0,3687.0,330.0,12.0
Marion County, Ohio,66323.0,59892.0,3566.0,1523.0,386.0,0.0,40.2,29594.0,24254.0,42572.0,20624.0,518.0,702.0,98600.0,1094.0,20380,6971,2482,11170.0,16.841819579934562,2280.0,363.0,1210.0,9807.0,474.0,507.0,80.0,0.0
Medina County, Ohio,173252.0,166043.0,2341.0,2964.0,1672.0,0.0,40.9,92744.0,42909.0,65951.0,30707.0,668.0,821.0,181000.0,1524.0,39237,34150,11413,12637.0,7.293999492069355,2437.0,299.0,1068.0,11167.0,752.0,302.0,116.0,0.0
Meigs County, Ohio,23659.0,23091.0,272.0,118.0,34.0,0.0,41.8,10039.0,8904.0,35469.0,18816.0,402.0,566.0,82600.0,968.0,7395,2997,716,5106.0,21.58163912253265,1131.0,182.0,550.0,4871.0,102.0,104.0,0.0,0.0
Mercer County, Ohio,40811.0,39841.0,182.0,635.0,123.0,215.0,39.5,21681.0,9995.0,52535.0,24157.0,454.0,644.0,124200.0,1135.0,13131,5327,1761,3794.0,9.296513194971944,853.0,82.0,433.0,3506.0,68.0,127.0,26.0,112.0
Miami County, Ohio,102867.0,97360.0,2314.0,1416.0,1240.0,0.0,40.9,53271.0,28009.0,52040.0,25369.0,538.0,711.0,133700.0,1223.0,27460,15549,4882,13185.0,12.817521654174808,2760.0,334.0,1586.0,11616.0,689.0,346.0,72.0,0.0
Monroe County, Ohio,14646.0,14375.0,60.0,88.0,0.0,0.0,45.1,6074.0,5800.0,40573.0,21487.0,351.0,506.0,89100.0,876.0,5425,1741,417,2749.0,18.769629933087533,582.0,99.0,218.0,2658.0,35.0,0.0,0.0,0.0
Montgomery County, Ohio,536433.0,396964.0,111046.0,12730.0,9956.0,71.0,39.1,267065.0,160971.0,43401.0,24997.0,548.0,723.0,112800.0,1242.0,107968,85349,36337,91424.0,17.042948513607477,18194.0,2149.0,11758.0,50783.0,34553.0,3774.0,1038.0,0.0
Morgan County, Ohio,15008.0,14020.0,533.0,103.0,60.0,0.0,43.6,6504.0,5539.0,37865.0,21027.0,379.0,550.0,89000.0,1021.0,4922,1608,374,2980.0,19.856076759061835,773.0,82.0,393.0,2649.0,163.0,30.0,0.0,0.0
Morrow County, Ohio,34932.0,34089.0,184.0,412.0,46.0,0.0,40.6,17088.0,9996.0,51484.0,22228.0,485.0,652.0,127400.0,1204.0,10964,3817,1162,4677.0,13.388869804191,850.0,148.0,330.0,4591.0,41.0,66.0,0.0,0.0
Muskingum County, Ohio,85872.0,79811.0,2776.0,698.0,318.0,13.0,39.8,41284.0,26492.0,40524.0,20775.0,468.0,624.0,108500.0,1075.0,25878,9786,3044,15056.0,17.533072479970187,3241.0,462.0,1866.0,13189.0,800.0,101.0,63.0,10.0
Noble County, Ohio,14639.0,13491.0,936.0,144.0,0.0,0.0,44.4,4517.0,7693.0,38290.0,18853.0,417.0,581.0,77300.0,908.0,5524,1397,362,1833.0,12.521347086549628,360.0,45.0,123.0,1815.0,3.0,0.0,0.0,0.0
Ottawa County, Ohio,41372.0,39759.0,438.0,1853.0,154.0,0.0,46.7,20827.0,13251.0,53202.0,27979.0,547.0,716.0,136000.0,1241.0,12114,7019,1984,4486.0,10.84308227786909,873.0,139.0,412.0,3995.0,187.0,612.0,0.0,0.0
Paulding County, Ohio,19441.0,18623.0,159.0,846.0,122.0,6.0,40.6,9243.0,5922.0,44861.0,22714.0,424.0,582.0,92300.0,1014.0,6649,2195,623,2628.0,13.517823157244997,530.0,67.0,247.0,2402.0,65.0,215.0,0.0,0.0
Perry County, Ohio,36051.0,35288.0,63.0,219.0,55.0,0.0,38.8,16568.0,11389.0,41446.0,19372.0,425.0,583.0,93100.0,996.0,11398,3470,857,6991.0,19.391972483426258,1489.0,177.0,820.0,6638.0,1.0,56.0,3.0,0.0
Pickaway County, Ohio,55949.0,52648.0,1865.0,650.0,221.0,1.0,38.6,25797.0,18807.0,54003.0,23851.0,543.0,732.0,149200.0,1382.0,16972,6526,1997,6829.0,12.20575881606463,1441.0,147.0,715.0,6504.0,147.0,115.0,0.0,0.0
Pike County, Ohio,28587.0,27678.0,204.0,218.0,48.0,110.0,40.1,12263.0,10137.0,42165.0,20071.0,454.0,676.0,96200.0,1072.0,8839,2496,983,6593.0,23.06293070276699,1330.0,224.0,743.0,6484.0,7.0,66.0,0.0,0.0
Portage County, Ohio,163387.0,150219.0,6332.0,2308.0,2705.0,0.0,36.9,92106.0,42884.0,52697.0,25332.0,659.0,802.0,150300.0,1341.0,40597,22687,9399,25196.0,15.42105553073378,4219.0,264.0,2541.0,21119.0,1879.0,584.0,683.0,0.0
Preble County, Ohio,42050.0,41035.0,212.0,267.0,197.0,1.0,41.1,21109.0,12084.0,48405.0,23374.0,498.0,717.0,116700.0,1159.0,13549,4385,1059,5069.0,12.054696789536266,975.0,83.0,462.0,4776.0,51.0,93.0,24.0,1.0
Putnam County, Ohio,34339.0,32929.0,125.0,1922.0,33.0,0.0,39.4,18736.0,7657.0,61192.0,25481.0,476.0,650.0,133500.0,1123.0,9959,5711,1595,2342.0,6.8202335536853145,468.0,31.0,277.0,2106.0,62.0,419.0,10.0,0.0
Richland County, Ohio,123387.0,107625.0,10778.0,1840.0,776.0,23.0,41.2,57511.0,41735.0,41835.0,21932.0,464.0,608.0,103500.0,1079.0,36658,15669,4456,18246.0,14.78761944127015,3849.0,302.0,2219.0,14576.0,2259.0,359.0,103.0,0.0
Ross County, Ohio,77802.0,70389.0,3517.0,807.0,286.0,18.0,39.9,34301.0,28156.0,43264.0,21310.0,461.0,641.0,111100.0,1131.0,24526,9025,2924,14097.0,18.119071489164803,2796.0,248.0,1339.0,12625.0,409.0,116.0,22.0,9.0
Sandusky County, Ohio,60619.0,55615.0,1793.0,5505.0,160.0,34.0,41.1,30822.0,17138.0,46140.0,22799.0,474.0,613.0,110400.0,1117.0,17272,7839,1991,8478.0,13.985714050050314,1718.0,177.0,907.0,7134.0,678.0,1385.0,62.0,0.0
Scioto County, Ohio,78952.0,74461.0,2116.0,913.0,264.0,0.0,39.0,31898.0,31351.0,35379.0,19437.0,396.0,553.0,88200.0,975.0,21381,9204,2762,17531.0,22.20463066166785,3361.0,420.0,1420.0,16863.0,258.0,222.0,29.0,0.0
Seneca County, Ohio,56376.0,53171.0,1426.0,2561.0,280.0,0.0,39.2,28347.0,16488.0,43764.0,22075.0,454.0,619.0,97900.0,1000.0,17137,6881,2158,8285.0,14.69596991627643,1796.0,172.0,1122.0,7316.0,433.0,692.0,176.0,0.0
Shelby County, Ohio,49317.0,46840.0,1079.0,687.0,401.0,9.0,38.4,24798.0,12930.0,50427.0,24028.0,522.0,689.0,123400.0,1160.0,15129,5794,1823,5543.0,11.239532007218607,1035.0,93.0,510.0,5231.0,171.0,134.0,8.0,0.0
Stark County, Ohio,375348.0,333437.0,27219.0,6295.0,2911.0,31.0,41.5,189675.0,111523.0,45641.0,24453.0,517.0,666.0,122400.0,1159.0,103047,56779,18129,54747.0,14.5856645033409,10876.0,1299.0,6160.0,41325.0,8965.0,1772.0,220.0,0.0
Summit County, Ohio,541592.0,436237.0,77402.0,9194.0,12323.0,122.0,40.4,283647.0,151224.0,49669.0,27818.0,598.0,741.0,135600.0,1297.0,122944,101274,38475,81846.0,15.112113916010577,15472.0,1747.0,9659.0,49197.0,25510.0,1932.0,2351.0,0.0
Trumbull County, Ohio,208792.0,186070.0,17317.0,2984.0,1028.0,6.0,43.1,96245.0,72501.0,42880.0,22568.0,473.0,625.0,97400.0,1079.0,66504,27781,7587,35569.0,17.035614391355992,7473.0,836.0,4592.0,27090.0,6589.0,1125.0,280.0,0.0
Tuscarawas County, Ohio,92528.0,89864.0,813.0,1862.0,262.0,0.0,40.8,45935.0,27408.0,43739.0,21966.0,456.0,622.0,108700.0,1037.0,31051,10425,3390,13303.0,14.377269583261283,2619.0,192.0,1360.0,12379.0,393.0,710.0,0.0,0.0
Union County, Ohio,52683.0,48962.0,1143.0,691.0,1464.0,0.0,37.1,26359.0,13926.0,65086.0,28852.0,615.0,810.0,171800.0,1599.0,13124,8820,3089,3844.0,7.296471347493499,740.0,72.0,375.0,3681.0,89.0,43.0,0.0,0.0
Van Wert County, Ohio,28685.0,27753.0,349.0,754.0,34.0,0.0,41.1,14569.0,7933.0,45355.0,22790.0,457.0,618.0,88600.0,984.0,9493,3563,1198,3509.0,12.232874324559875,741.0,89.0,331.0,3255.0,133.0,138.0,2.0,0.0
Vinton County, Ohio,13365.0,13003.0,0.0,1.0,8.0,17.0,39.8,5648.0,4966.0,36705.0,18101.0,375.0,617.0,75700.0,933.0,4419,1274,260,2737.0,20.478862701084925,680.0,98.0,340.0,2636.0,0.0,0.0,4.0,0.0
Warren County, Ohio,215274.0,195003.0,7266.0,5021.0,9013.0,32.0,37.9,111098.0,52503.0,72487.0,33172.0,729.0,919.0,188500.0,1652.0,39308,46034,19789,13188.0,6.126146213662588,2596.0,265.0,1343.0,12122.0,604.0,596.0,71.0,0.0
Washington County, Ohio,61600.0,59396.0,483.0,517.0,379.0,6.0,43.0,28490.0,21849.0,42834.0,23496.0,440.0,591.0,108600.0,1056.0,19006,8963,2140,9124.0,14.811688311688311,1648.0,208.0,715.0,8634.0,59.0,167.0,0.0,6.0
Wayne County, Ohio,114750.0,109971.0,1826.0,1814.0,935.0,0.0,38.7,57623.0,31505.0,49135.0,23061.0,525.0,665.0,135300.0,1179.0,32605,14175,5391,13737.0,11.97124183006536,2673.0,254.0,1262.0,12739.0,365.0,350.0,107.0,0.0
Williams County, Ohio,37623.0,36151.0,430.0,1440.0,116.0,74.0,41.5,18647.0,11177.0,43089.0,21350.0,461.0,625.0,98600.0,1045.0,12680,4513,997,4994.0,13.273795284799192,1015.0,123.0,475.0,4707.0,41.0,306.0,6.0,0.0
Wood County, Ohio,127325.0,117326.0,3242.0,6050.0,2154.0,10.0,35.1,69472.0,34033.0,52069.0,26326.0,588.0,718.0,149500.0,1359.0,25401,21547,9509,17617.0,13.836245827606518,2866.0,246.0,1498.0,15215.0,858.0,1139.0,270.0,0.0
Wyandot County, Ohio,22582.0,21980.0,85.0,533.0,212.0,8.0,41.4,11963.0,5831.0,44448.0,22382.0,436.0,598.0,103500.0,973.0,7882,2739,570,2455.0,10.871490567708795,471.0,46.0,252.0,2372.0,12.0,141.0,11.0,0.0
Adair County, Oklahoma,22427.0,10174.0,80.0,1249.0,144.0,3.0,36.7,9079.0,7911.0,32556.0,15116.0,358.0,518.0,75300.0,849.0,5919,1840,512,5843.0,26.053417755384135,1319.0,192.0,619.0,2469.0,35.0,736.0,48.0,0.0
Alfalfa County, Oklahoma,5674.0,4747.0,114.0,258.0,1.0,0.0,45.7,2328.0,2430.0,44811.0,22488.0,307.0,544.0,62600.0,772.0,1647,877,243,592.0,10.433556573845612,104.0,28.0,53.0,499.0,2.0,23.0,0.0,0.0
Atoka County, Oklahoma,14070.0,10464.0,595.0,446.0,67.0,0.0,39.4,5662.0,5546.0,37012.0,17842.0,365.0,548.0,79800.0,890.0,4153,1313,464,2760.0,19.616204690831555,625.0,50.0,320.0,1814.0,250.0,76.0,24.0,0.0
Beaver County, Oklahoma,5605.0,4864.0,52.0,1164.0,17.0,0.0,41.1,2851.0,1502.0,51422.0,26109.0,396.0,600.0,86200.0,1090.0,1495,752,173,549.0,9.794826048171275,85.0,16.0,27.0,525.0,9.0,193.0,0.0,0.0
Beckham County, Oklahoma,22715.0,19494.0,829.0,2852.0,76.0,24.0,35.0,9976.0,7770.0,48989.0,23959.0,464.0,675.0,103400.0,1057.0,5863,2548,792,3127.0,13.766233766233766,633.0,28.0,462.0,2899.0,0.0,531.0,18.0,0.0
Blaine County, Oklahoma,10198.0,7966.0,562.0,1234.0,23.0,0.0,40.4,3940.0,4195.0,44206.0,20242.0,296.0,536.0,68000.0,932.0,2694,1279,321,1254.0,12.29652873112375,287.0,25.0,120.0,877.0,40.0,138.0,0.0,0.0
Bryan County, Oklahoma,43079.0,32107.0,720.0,2212.0,242.0,7.0,37.1,20139.0,13832.0,38897.0,20524.0,444.0,639.0,88900.0,983.0,9999,5192,2290,7692.0,17.855567677986954,1467.0,176.0,739.0,5368.0,182.0,507.0,24.0,0.0
Caddo County, Oklahoma,29605.0,18552.0,818.0,3125.0,123.0,0.0,37.8,11944.0,10939.0,39267.0,17858.0,333.0,534.0,74900.0,871.0,8170,2663,803,5690.0,19.219726397567978,1134.0,122.0,525.0,2699.0,207.0,1159.0,81.0,0.0
Canadian County, Oklahoma,119546.0,99039.0,2689.0,8589.0,3537.0,11.0,35.7,62595.0,28236.0,63629.0,27552.0,652.0,856.0,139200.0,1307.0,23274,20893,5525,8182.0,6.844227326719422,1581.0,110.0,903.0,6415.0,154.0,979.0,132.0,0.0
Carter County, Oklahoma,47904.0,36210.0,3420.0,2755.0,452.0,73.0,38.2,21637.0,15234.0,41401.0,21476.0,457.0,634.0,90600.0,1030.0,13725,5561,1679,7662.0,15.994488977955912,1358.0,151.0,697.0,4972.0,873.0,802.0,0.0,0.0
Cherokee County, Oklahoma,47488.0,25058.0,547.0,3035.0,304.0,59.0,34.6,20749.0,16753.0,37260.0,18582.0,426.0,576.0,103900.0,977.0,8898,6038,2779,10383.0,21.86447102425876,1606.0,172.0,808.0,4773.0,138.0,1170.0,9.0,0.0
Choctaw County, Oklahoma,15167.0,9657.0,1563.0,479.0,60.0,0.0,40.7,6134.0,5604.0,30201.0,17739.0,346.0,550.0,71600.0,831.0,4195,1625,425,4047.0,26.682930045493507,795.0,52.0,504.0,2258.0,612.0,230.0,2.0,0.0
Cimarron County, Oklahoma,2432.0,2009.0,10.0,494.0,6.0,0.0,44.8,1186.0,733.0,38301.0,23514.0,248.0,374.0,64700.0,781.0,621,340,42,479.0,19.695723684210527,95.0,0.0,52.0,394.0,0.0,133.0,0.0,0.0
Cleveland County, Oklahoma,261047.0,207954.0,11301.0,19096.0,10128.0,217.0,32.7,137108.0,70312.0,54989.0,26920.0,645.0,806.0,141300.0,1291.0,43384,44398,19274,32125.0,12.306213057418779,5124.0,587.0,2749.0,23360.0,2168.0,3973.0,2107.0,84.0
Coal County, Oklahoma,5927.0,4310.0,29.0,182.0,13.0,0.0,40.9,2503.0,2099.0,34867.0,19752.0,291.0,474.0,68400.0,833.0,1775,504,185,1264.0,21.326134638096846,246.0,15.0,137.0,900.0,6.0,55.0,0.0,0.0
Comanche County, Oklahoma,124591.0,80932.0,21263.0,14638.0,2657.0,686.0,31.5,63306.0,33422.0,46036.0,22363.0,585.0,752.0,111700.0,1101.0,26853,15299,5254,19860.0,15.940156191057138,3908.0,302.0,2504.0,10703.0,4739.0,2612.0,276.0,43.0
Cotton County, Oklahoma,6166.0,4961.0,89.0,383.0,74.0,0.0,40.2,2961.0,1868.0,46317.0,21452.0,378.0,619.0,74600.0,939.0,1775,743,150,882.0,14.304249108011676,169.0,17.0,104.0,635.0,4.0,156.0,11.0,0.0
Craig County, Oklahoma,14869.0,9912.0,465.0,408.0,90.0,85.0,42.4,6504.0,5484.0,39236.0,19820.0,399.0,587.0,86800.0,876.0,4238,1782,379,2495.0,16.77987759768646,521.0,59.0,226.0,1651.0,32.0,83.0,1.0,3.0
Creek County, Oklahoma,70246.0,55992.0,1646.0,2370.0,341.0,1.0,40.2,32429.0,22581.0,43026.0,22327.0,474.0,668.0,105800.0,1088.0,18998,8187,2091,10208.0,14.531788286877545,2088.0,298.0,1013.0,7036.0,613.0,418.0,12.0,1.0
Custer County, Oklahoma,28092.0,23550.0,857.0,4185.0,368.0,35.0,30.6,14400.0,7797.0,44972.0,23261.0,420.0,570.0,110600.0,1074.0,5611,3805,1643,5089.0,18.115477716075752,883.0,189.0,354.0,3190.0,530.0,967.0,90.0,11.0
Delaware County, Oklahoma,41394.0,27745.0,108.0,1278.0,521.0,22.0,45.2,17813.0,15579.0,36588.0,21109.0,418.0,601.0,105200.0,1000.0,11557,5022,1536,8658.0,20.916074793448328,1883.0,282.0,611.0,4976.0,16.0,529.0,98.0,0.0
Dewey County, Oklahoma,4800.0,4252.0,16.0,261.0,11.0,2.0,42.3,2070.0,1665.0,46488.0,24860.0,355.0,611.0,77400.0,867.0,1371,639,149,664.0,13.833333333333334,140.0,14.0,57.0,575.0,0.0,59.0,4.0,0.0
Ellis County, Oklahoma,4120.0,3904.0,9.0,279.0,9.0,0.0,44.6,1977.0,1298.0,47344.0,27183.0,406.0,625.0,75900.0,860.0,1001,611,220,652.0,15.825242718446601,145.0,4.0,55.0,639.0,0.0,86.0,0.0,0.0
Garfield County, Oklahoma,60956.0,50725.0,1761.0,5750.0,560.0,1108.0,37.0,30261.0,17089.0,44530.0,24177.0,457.0,647.0,89400.0,952.0,14463,8306,2713,8235.0,13.509744733906425,1644.0,137.0,963.0,5915.0,318.0,1648.0,65.0,369.0
Garvin County, Oklahoma,27410.0,22597.0,620.0,1814.0,50.0,1.0,39.8,11524.0,10023.0,38245.0,21285.0,384.0,597.0,83800.0,964.0,8309,2730,887,5140.0,18.752280189711783,1139.0,123.0,500.0,3906.0,187.0,631.0,11.0,0.0
Grady County, Oklahoma,52855.0,45272.0,1033.0,2555.0,164.0,43.0,38.2,25122.0,16086.0,49637.0,23500.0,443.0,633.0,108400.0,1128.0,13186,6189,1718,7239.0,13.695960647053258,1458.0,103.0,598.0,5800.0,78.0,663.0,14.0,0.0
Grant County, Oklahoma,4522.0,4148.0,25.0,167.0,18.0,0.0,45.3,2245.0,1368.0,46625.0,27469.0,369.0,578.0,62800.0,851.0,1171,696,218,386.0,8.536045997346307,113.0,9.0,60.0,311.0,4.0,11.0,6.0,0.0
Greer County, Oklahoma,6178.0,4956.0,439.0,635.0,2.0,0.0,40.7,2420.0,2701.0,39900.0,17969.0,312.0,609.0,63000.0,833.0,1659,767,175,499.0,8.077047588216251,83.0,0.0,59.0,403.0,19.0,44.0,0.0,0.0
Harmon County, Oklahoma,2894.0,2026.0,208.0,752.0,35.0,0.0,40.9,1115.0,1136.0,26688.0,18582.0,228.0,504.0,43400.0,746.0,581,304,120,796.0,27.505183137525915,193.0,31.0,108.0,350.0,96.0,323.0,0.0,0.0
Harper County, Oklahoma,3710.0,3538.0,1.0,679.0,5.0,0.0,40.0,1907.0,974.0,46117.0,22675.0,274.0,508.0,68500.0,795.0,1102,367,103,543.0,14.63611859838275,128.0,15.0,60.0,460.0,0.0,229.0,0.0,0.0
Haskell County, Oklahoma,12849.0,9507.0,101.0,454.0,43.0,4.0,39.7,5068.0,4939.0,35334.0,18896.0,348.0,574.0,78000.0,883.0,3373,1510,238,2204.0,17.153085843256285,389.0,36.0,152.0,1698.0,2.0,108.0,0.0,0.0
Hughes County, Oklahoma,13838.0,9406.0,752.0,551.0,2.0,4.0,40.0,5212.0,5907.0,34619.0,18268.0,325.0,577.0,66200.0,869.0,3831,1173,307,2561.0,18.507009683480273,572.0,40.0,294.0,1388.0,83.0,251.0,2.0,0.0
Jackson County, Oklahoma,26280.0,20089.0,1852.0,5637.0,347.0,63.0,34.0,13160.0,6846.0,42824.0,22925.0,443.0,673.0,87400.0,1051.0,4743,3758,1222,4164.0,15.844748858447488,882.0,86.0,457.0,2764.0,479.0,1507.0,26.0,0.0
Jefferson County, Oklahoma,6457.0,5419.0,32.0,560.0,4.0,0.0,41.9,2725.0,2360.0,34701.0,19042.0,243.0,433.0,59500.0,868.0,2113,516,137,1296.0,20.07124051417067,277.0,36.0,132.0,976.0,1.0,193.0,4.0,0.0
Johnston County, Oklahoma,10982.0,7976.0,168.0,450.0,52.0,0.0,39.8,4297.0,4338.0,36192.0,19967.0,314.0,517.0,77200.0,867.0,2408,1299,488,2356.0,21.453287197231834,578.0,137.0,226.0,1576.0,44.0,156.0,6.0,0.0
Kay County, Oklahoma,46122.0,36932.0,799.0,3113.0,297.0,31.0,39.0,21728.0,14119.0,41012.0,22207.0,398.0,600.0,75700.0,946.0,10745,6857,1812,8187.0,17.75074801613113,1519.0,168.0,753.0,5720.0,230.0,949.0,33.0,22.0
Kingfisher County, Oklahoma,15069.0,13059.0,81.0,2075.0,0.0,12.0,38.6,7654.0,3835.0,54666.0,25773.0,467.0,665.0,115000.0,1049.0,3582,1792,631,1233.0,8.182361138761696,309.0,6.0,177.0,953.0,2.0,358.0,0.0,0.0
Kiowa County, Oklahoma,9389.0,7485.0,371.0,885.0,16.0,0.0,42.3,4176.0,3259.0,36281.0,23576.0,294.0,491.0,56600.0,818.0,2511,1096,396,2066.0,22.00447331984237,439.0,44.0,271.0,1421.0,124.0,376.0,2.0,0.0
Latimer County, Oklahoma,11034.0,7648.0,100.0,327.0,26.0,0.0,39.5,4482.0,4220.0,40970.0,22603.0,349.0,475.0,71200.0,790.0,2494,1463,395,1768.0,16.023201015044407,427.0,29.0,193.0,866.0,9.0,174.0,0.0,0.0
Le Flore County, Oklahoma,50062.0,37959.0,1092.0,3409.0,300.0,56.0,39.3,20671.0,18596.0,36542.0,18141.0,359.0,554.0,80100.0,892.0,13055,5417,1707,10812.0,21.597219447884623,2130.0,181.0,978.0,7639.0,412.0,1379.0,29.0,22.0
Lincoln County, Oklahoma,34238.0,29460.0,615.0,892.0,25.0,0.0,40.6,15857.0,10828.0,42668.0,21888.0,378.0,556.0,92600.0,980.0,9670,3578,903,5392.0,15.748583445294702,1241.0,80.0,579.0,4491.0,198.0,167.0,0.0,0.0
Logan County, Oklahoma,42871.0,35188.0,3884.0,2276.0,233.0,2.0,37.0,20419.0,13272.0,53591.0,25620.0,457.0,659.0,135700.0,1279.0,9090,6710,2059,5458.0,12.731216906533554,1049.0,22.0,511.0,3706.0,1095.0,584.0,10.0,0.0
Love County, Oklahoma,9496.0,8093.0,192.0,1216.0,47.0,0.0,39.8,4227.0,3265.0,43260.0,19910.0,444.0,593.0,80500.0,969.0,2856,1087,185,1561.0,16.438500421229993,346.0,40.0,142.0,1242.0,71.0,395.0,0.0,0.0
McClain County, Oklahoma,35155.0,29660.0,315.0,2524.0,220.0,159.0,38.3,17171.0,9665.0,54426.0,25293.0,474.0,673.0,139300.0,1271.0,8586,4766,1214,4044.0,11.503342341061016,767.0,55.0,302.0,3091.0,68.0,552.0,0.0,131.0
McCurtain County, Oklahoma,33143.0,22182.0,2916.0,1620.0,14.0,0.0,38.8,14003.0,11604.0,31790.0,17615.0,342.0,551.0,71500.0,834.0,8989,3354,1004,8480.0,25.586096611652536,2050.0,182.0,1028.0,4939.0,1110.0,606.0,0.0,0.0
McIntosh County, Oklahoma,20358.0,14312.0,698.0,441.0,76.0,0.0,46.8,7916.0,8636.0,36096.0,19100.0,361.0,574.0,79600.0,919.0,5720,2291,663,4152.0,20.394930739758326,856.0,104.0,321.0,2358.0,242.0,98.0,0.0,0.0
Major County, Oklahoma,7604.0,6843.0,15.0,612.0,0.0,0.0,43.0,3845.0,2159.0,49905.0,27168.0,318.0,495.0,85300.0,930.0,2251,880,201,949.0,12.480273540241978,221.0,3.0,97.0,750.0,5.0,136.0,0.0,0.0
Marshall County, Oklahoma,15860.0,11682.0,237.0,2331.0,19.0,0.0,43.6,6806.0,5669.0,37319.0,19583.0,409.0,586.0,83700.0,875.0,4052,1550,642,2698.0,17.011349306431274,482.0,51.0,173.0,2061.0,71.0,267.0,0.0,0.0
Mayes County, Oklahoma,41110.0,28065.0,139.0,1195.0,171.0,26.0,39.4,18303.0,13666.0,42751.0,20585.0,459.0,604.0,96200.0,957.0,10523,4753,1231,7974.0,19.39674045244466,1712.0,242.0,773.0,4603.0,45.0,344.0,2.0,0.0
Murray County, Oklahoma,13571.0,10342.0,178.0,691.0,88.0,0.0,41.0,6374.0,4333.0,44151.0,21870.0,459.0,616.0,82200.0,969.0,3753,1572,638,1908.0,14.059391349200501,436.0,32.0,225.0,1383.0,66.0,139.0,0.0,0.0
Muskogee County, Oklahoma,70657.0,43544.0,7780.0,3802.0,441.0,11.0,37.7,30602.0,24289.0,38502.0,19868.0,446.0,624.0,92200.0,972.0,15663,9849,2483,15280.0,21.625599728264717,3250.0,339.0,1700.0,8097.0,2915.0,1490.0,149.0,0.0
Noble County, Oklahoma,11529.0,9693.0,225.0,322.0,73.0,0.0,40.5,5691.0,3366.0,44842.0,21947.0,381.0,600.0,85200.0,1015.0,2914,1794,485,1598.0,13.860699106600746,368.0,35.0,156.0,1085.0,145.0,20.0,0.0,0.0
Nowata County, Oklahoma,10580.0,7325.0,196.0,274.0,15.0,74.0,41.9,4649.0,3731.0,39430.0,19256.0,378.0,553.0,74300.0,889.0,3073,1174,286,1714.0,16.200378071833647,381.0,16.0,177.0,1022.0,80.0,44.0,0.0,23.0
Okfuskee County, Oklahoma,12268.0,7850.0,954.0,424.0,31.0,0.0,40.3,4514.0,5165.0,35170.0,16528.0,333.0,483.0,69300.0,843.0,3354,1236,323,3193.0,26.027062275839583,645.0,58.0,316.0,1616.0,295.0,195.0,7.0,0.0
Oklahoma County, Oklahoma,732118.0,501213.0,109245.0,112705.0,22536.0,500.0,34.2,371532.0,193687.0,45215.0,26561.0,568.0,748.0,126500.0,1228.0,125866,119995,48018,132490.0,18.096809530704068,25107.0,2460.0,14292.0,69811.0,32225.0,35147.0,3028.0,152.0
Okmulgee County, Oklahoma,39747.0,26202.0,3531.0,1366.0,116.0,28.0,39.0,17121.0,13884.0,39156.0,19753.0,390.0,580.0,77100.0,963.0,10105,5667,940,7491.0,18.846705411729186,1531.0,196.0,851.0,4033.0,833.0,256.0,45.0,13.0
Osage County, Oklahoma,47800.0,31423.0,5386.0,1447.0,83.0,59.0,41.6,21349.0,16352.0,44195.0,22353.0,401.0,599.0,93900.0,1101.0,13489,6317,1473,6702.0,14.02092050209205,1541.0,133.0,862.0,3868.0,1050.0,281.0,19.0,0.0
Ottawa County, Oklahoma,32029.0,22261.0,242.0,1537.0,207.0,273.0,38.7,14528.0,10561.0,36473.0,18331.0,408.0,595.0,81000.0,891.0,7657,4020,993,6784.0,21.180804895563394,1461.0,169.0,655.0,4274.0,65.0,644.0,21.0,174.0
Pawnee County, Oklahoma,16592.0,13333.0,159.0,388.0,56.0,13.0,41.7,7609.0,5403.0,44375.0,21220.0,417.0,622.0,83500.0,994.0,4902,2096,570,2321.0,13.988669238187079,448.0,58.0,219.0,1783.0,60.0,14.0,6.0,0.0
Payne County, Oklahoma,77897.0,63316.0,2780.0,3131.0,2875.0,26.0,27.0,39533.0,24861.0,36812.0,20868.0,542.0,686.0,130800.0,1189.0,11809,10844,6234,17968.0,23.066356855848106,2369.0,291.0,1125.0,13884.0,719.0,917.0,1003.0,0.0
