County,State,Population,White Population,Black Population,Hispanic Population,Asian Population,Native Hawaiian or Pacific Islander,Median Age,Employed,Unemployed,Household Income,Per Capita Income,Avg Rent,Avg Rent plus Utilities,Median Home Value,Avg Monthly Cost of Home,High School,College,Advanced Degree,Poverty Count,Poverty Rate,Family Poverty,Male Family Poverty,Female Family Poverty,White Poverty,Black Poverty,Hispanic Poverty,Asian Poverty,Native Hawaiian or Pacific Islander Poverty
Charlton County, Georgia,13098.0,9385.0,3419.0,1445.0,19.0,0.0,38.7,5202.0,5631.0,41059.0,17586.0,507.0,667.0,85000.0,993.0,3851,1102,407,2084.0,15.910826080317605,282.0,23.0,153.0,1334.0,738.0,0.0,12.0,0.0
Chatham County, Georgia,275303.0,148598.0,109299.0,15990.0,7018.0,235.0,34.2,137930.0,81807.0,46987.0,25636.0,751.0,935.0,171100.0,1442.0,48529,47861,21467,51070.0,18.55046984595155,8948.0,818.0,6182.0,19512.0,27524.0,4779.0,1444.0,13.0
Chattahoochee County, Georgia,11846.0,8276.0,2255.0,1699.0,347.0,42.0,23.3,7049.0,1952.0,48488.0,19538.0,1220.0,1262.0,83100.0,947.0,1416,1624,438,782.0,6.601384433564072,115.0,11.0,59.0,462.0,133.0,66.0,88.0,0.0
Chattooga County, Georgia,25484.0,21891.0,2882.0,1136.0,135.0,12.0,40.4,9814.0,10714.0,32496.0,15932.0,379.0,581.0,66700.0,927.0,7039,2035,473,5606.0,21.99811646523309,1184.0,136.0,550.0,4887.0,483.0,406.0,28.0,12.0
Cherokee County, Georgia,221951.0,191990.0,14112.0,21900.0,3819.0,56.0,37.0,115568.0,53045.0,67371.0,30299.0,809.0,997.0,186900.0,1558.0,36574,44575,14849,22675.0,10.216218895161544,4458.0,415.0,1850.0,17199.0,2632.0,5976.0,75.0,18.0
Clarke County, Georgia,119681.0,78002.0,31615.0,12682.0,5011.0,7.0,26.4,57992.0,42573.0,33430.0,19333.0,626.0,790.0,152700.0,1272.0,14910,15870,12560,38997.0,32.58411945087357,4291.0,577.0,2341.0,24184.0,11352.0,5503.0,1660.0,0.0
Clay County, Georgia,3110.0,933.0,1995.0,138.0,0.0,0.0,38.4,1033.0,1243.0,21300.0,12446.0,245.0,401.0,63700.0,1078.0,939,179,82,1398.0,44.951768488745984,273.0,27.0,186.0,205.0,1193.0,0.0,0.0,0.0
Clayton County, Georgia,264221.0,58024.0,175863.0,35231.0,13344.0,27.0,32.3,132784.0,64186.0,40314.0,18074.0,687.0,886.0,89100.0,1212.0,53778,32311,9359,64277.0,24.326983850640183,11769.0,1302.0,6910.0,13127.0,42060.0,14254.0,2013.0,6.0
Clinch County, Georgia,6777.0,4566.0,1820.0,268.0,18.0,0.0,36.5,2535.0,2554.0,29125.0,18256.0,290.0,467.0,66500.0,1093.0,1889,498,279,2306.0,34.026855540799765,517.0,101.0,333.0,980.0,1054.0,214.0,8.0,0.0
Cobb County, Georgia,708920.0,440344.0,185448.0,88665.0,34205.0,362.0,35.9,394445.0,156564.0,64657.0,33418.0,814.0,988.0,194900.0,1614.0,94297,168231,68753,91080.0,12.847712012638944,17452.0,1824.0,8325.0,41981.0,33805.0,24574.0,2898.0,73.0
Coffee County, Georgia,42947.0,27757.0,11801.0,4533.0,275.0,0.0,35.0,17372.0,15907.0,34523.0,16796.0,354.0,564.0,79700.0,964.0,11209,4052,1232,10255.0,23.878268563578363,1860.0,205.0,776.0,5334.0,3184.0,2418.0,116.0,0.0
Colquitt County, Georgia,45987.0,32028.0,10722.0,8155.0,32.0,11.0,35.2,20115.0,14536.0,32233.0,16972.0,376.0,582.0,79300.0,949.0,11587,4288,1363,12448.0,27.068519364168136,2692.0,348.0,1256.0,6065.0,5006.0,3707.0,1.0,0.0
Columbia County, Georgia,132362.0,100339.0,21669.0,7508.0,5562.0,47.0,36.5,65683.0,35806.0,68516.0,30411.0,842.0,1052.0,170100.0,1394.0,22146,26644,11677,12596.0,9.51632643810157,2605.0,121.0,1448.0,7811.0,2931.0,1858.0,650.0,32.0
Cook County, Georgia,17061.0,11794.0,4692.0,1010.0,44.0,0.0,36.7,7799.0,5112.0,34230.0,18858.0,417.0,674.0,83200.0,1015.0,4363,1550,618,4245.0,24.881308246878845,971.0,87.0,483.0,2100.0,1937.0,212.0,30.0,0.0
Coweta County, Georgia,131419.0,101697.0,23312.0,8833.0,2035.0,28.0,37.3,65507.0,35090.0,61662.0,27462.0,729.0,925.0,178800.0,1418.0,28251,21435,7704,17013.0,12.94561669165037,3671.0,531.0,2036.0,10205.0,5777.0,2097.0,181.0,0.0
Crawford County, Georgia,12536.0,9282.0,2845.0,135.0,63.0,0.0,42.7,5759.0,4362.0,41910.0,21128.0,468.0,699.0,86100.0,1117.0,3597,1082,271,2138.0,17.054881940012763,394.0,23.0,251.0,1242.0,834.0,2.0,11.0,0.0
Crisp County, Georgia,23403.0,12620.0,10080.0,760.0,237.0,37.0,38.3,10569.0,7554.0,36280.0,19455.0,414.0,589.0,89100.0,941.0,5685,2469,811,7261.0,31.02593684570354,1571.0,68.0,1172.0,1676.0,5278.0,281.0,141.0,0.0
Dade County, Georgia,16533.0,15843.0,156.0,330.0,77.0,44.0,39.9,8381.0,5320.0,44992.0,21760.0,475.0,649.0,116800.0,1075.0,3998,2089,520,2094.0,12.665577935039012,473.0,98.0,253.0,2008.0,3.0,56.0,0.0,44.0
Dawson County, Georgia,22500.0,21315.0,99.0,889.0,152.0,0.0,41.5,10839.0,7328.0,54457.0,28138.0,809.0,984.0,174400.0,1559.0,4858,4059,1059,3498.0,15.546666666666667,624.0,110.0,123.0,3385.0,13.0,58.0,0.0,0.0
Decatur County, Georgia,27508.0,14574.0,11426.0,1488.0,100.0,0.0,38.3,11122.0,10306.0,31090.0,18387.0,424.0,630.0,99800.0,1071.0,6588,3023,1105,7788.0,28.311763850516215,1794.0,151.0,1203.0,2425.0,4902.0,412.0,0.0,0.0
DeKalb County, Georgia,707185.0,250716.0,380615.0,65649.0,38619.0,329.0,34.9,385114.0,170724.0,50799.0,28971.0,795.0,977.0,163600.0,1533.0,108289,143919,77061,135640.0,19.18027107475413,23383.0,2187.0,13525.0,31459.0,82700.0,22210.0,9340.0,207.0
Dodge County, Georgia,21365.0,14397.0,6174.0,741.0,108.0,0.0,39.8,8762.0,8517.0,34812.0,17771.0,369.0,544.0,70700.0,972.0,6304,2265,889,3779.0,17.687807161245026,871.0,139.0,483.0,2020.0,1530.0,284.0,11.0,0.0
Dooly County, Georgia,14443.0,6629.0,7471.0,971.0,30.0,0.0,41.3,5165.0,6627.0,28251.0,14411.0,353.0,528.0,63600.0,891.0,4618,1246,261,3451.0,23.893927854323895,708.0,20.0,376.0,1318.0,2084.0,542.0,15.0,0.0
Dougherty County, Georgia,93890.0,27277.0,63429.0,2297.0,693.0,14.0,34.1,41818.0,31098.0,31458.0,18770.0,485.0,697.0,100800.0,1140.0,17438,9370,4393,29285.0,31.190755138992436,5948.0,461.0,4296.0,3999.0,24179.0,1109.0,156.0,14.0
Douglas County, Georgia,135037.0,70973.0,55739.0,11740.0,2251.0,0.0,35.6,68104.0,34080.0,52997.0,23356.0,758.0,945.0,125500.0,1378.0,28386,20308,7316,21621.0,16.011167309700305,4769.0,714.0,2719.0,9125.0,10299.0,2799.0,439.0,0.0
Early County, Georgia,10662.0,5108.0,5343.0,201.0,50.0,0.0,40.3,4184.0,4133.0,35000.0,19302.0,297.0,576.0,83900.0,1027.0,2867,1021,534,2852.0,26.749202776214595,670.0,49.0,433.0,602.0,2197.0,45.0,0.0,0.0
Echols County, Georgia,4018.0,3220.0,62.0,1141.0,44.0,0.0,34.9,1920.0,1156.0,32667.0,17350.0,429.0,656.0,71500.0,973.0,1118,263,56,1210.0,30.11448481831757,235.0,7.0,110.0,930.0,24.0,551.0,44.0,0.0
Effingham County, Georgia,53673.0,44293.0,7455.0,1748.0,487.0,42.0,35.9,26538.0,13991.0,63903.0,25481.0,729.0,937.0,153700.0,1367.0,12981,6753,2040,5601.0,10.435414454194847,1038.0,158.0,537.0,3605.0,1812.0,116.0,0.0,21.0
Elbert County, Georgia,19694.0,13186.0,5982.0,1020.0,31.0,0.0,41.6,8304.0,7439.0,35170.0,19709.0,418.0,602.0,81800.0,985.0,6742,1372,601,3977.0,20.193967705900274,864.0,39.0,426.0,1939.0,1886.0,271.0,11.0,0.0
Emanuel County, Georgia,22731.0,13916.0,7685.0,1006.0,58.0,0.0,36.7,9652.0,8035.0,33142.0,16960.0,379.0,585.0,69400.0,935.0,6210,1752,530,6729.0,29.602745149795435,1267.0,203.0,682.0,3089.0,3063.0,765.0,0.0,0.0
Evans County, Georgia,10868.0,6400.0,3301.0,1328.0,43.0,0.0,35.8,4471.0,3807.0,37804.0,19177.0,429.0,617.0,88000.0,1076.0,2726,1068,337,2793.0,25.6993006993007,603.0,126.0,348.0,964.0,1106.0,796.0,0.0,0.0
Fannin County, Georgia,23632.0,22955.0,57.0,453.0,111.0,2.0,49.6,9776.0,10179.0,35441.0,19520.0,459.0,653.0,159400.0,1166.0,7244,3108,944,5280.0,22.34258632362898,1228.0,86.0,398.0,4981.0,18.0,55.0,109.0,0.0
Fayette County, Georgia,107930.0,77218.0,22167.0,7300.0,4329.0,74.0,43.2,54010.0,31135.0,79993.0,35987.0,885.0,1097.0,229400.0,1812.0,15441,25774,11303,8646.0,8.010747706847031,1902.0,201.0,940.0,5698.0,2171.0,1508.0,457.0,0.0
Floyd County, Georgia,96146.0,74782.0,13985.0,9460.0,1268.0,18.0,38.1,44215.0,31671.0,41046.0,20863.0,487.0,702.0,117500.0,1167.0,20503,11214,5035,19704.0,20.49383229671541,3719.0,168.0,1718.0,13149.0,4149.0,4148.0,126.0,0.0
Forsyth County, Georgia,189314.0,161289.0,5621.0,18184.0,14143.0,0.0,37.6,95100.0,44318.0,87657.0,35118.0,959.0,1157.0,260200.0,1834.0,25926,45895,16615,13440.0,7.0993164794996675,2445.0,114.0,825.0,10450.0,481.0,3220.0,877.0,0.0
Franklin County, Georgia,22051.0,18993.0,2039.0,917.0,133.0,0.0,40.3,9072.0,8667.0,35878.0,18242.0,412.0,628.0,109600.0,1144.0,5788,2209,617,4448.0,20.171420797242757,874.0,66.0,416.0,3649.0,356.0,508.0,35.0,0.0
Fulton County, Georgia,967100.0,440901.0,426478.0,74583.0,59052.0,372.0,34.6,514260.0,249980.0,56642.0,36827.0,812.0,992.0,237600.0,1867.0,121159,226004,119567,166936.0,17.26150346396443,27475.0,2513.0,19270.0,37035.0,113330.0,19985.0,5980.0,100.0
Gilmer County, Georgia,28441.0,26335.0,284.0,2936.0,115.0,0.0,44.4,11941.0,11148.0,39581.0,21260.0,521.0,711.0,144700.0,1180.0,6985,3688,1123,6026.0,21.18772195070497,1105.0,99.0,397.0,5127.0,158.0,1582.0,18.0,0.0
Glascock County, Georgia,3086.0,2743.0,238.0,44.0,0.0,0.0,40.5,1430.0,932.0,40089.0,19134.0,301.0,459.0,63800.0,939.0,942,288,98,493.0,15.975372650680493,118.0,14.0,43.0,350.0,49.0,22.0,0.0,0.0
Glynn County, Georgia,80937.0,53668.0,20848.0,5205.0,1096.0,85.0,40.5,40192.0,23622.0,45588.0,26667.0,643.0,829.0,157200.0,1337.0,16253,12995,5887,15650.0,19.33602678626586,3379.0,428.0,2044.0,5801.0,7862.0,1954.0,229.0,0.0
Gordon County, Georgia,55666.0,49401.0,2580.0,8135.0,617.0,0.0,36.6,25712.0,16984.0,42414.0,19595.0,496.0,671.0,113100.0,1071.0,13534,5155,1965,11159.0,20.04634786045342,2334.0,247.0,1009.0,8568.0,962.0,2865.0,0.0,0.0
Grady County, Georgia,25239.0,15970.0,7148.0,2656.0,65.0,29.0,38.5,9947.0,9532.0,31653.0,16286.0,454.0,716.0,107100.0,1093.0,6925,2431,897,7737.0,30.65493878521336,1467.0,314.0,706.0,2967.0,3390.0,1807.0,0.0,0.0
Greene County, Georgia,16190.0,9420.0,5999.0,995.0,84.0,0.0,47.3,6365.0,6921.0,41390.0,28179.0,450.0,657.0,164300.0,1380.0,4452,2121,1371,4159.0,25.688696726374307,861.0,45.0,593.0,1234.0,2606.0,462.0,2.0,0.0
Gwinnett County, Georgia,842091.0,442511.0,208408.0,171142.0,91934.0,402.0,34.3,442051.0,187164.0,60329.0,26060.0,832.0,1029.0,167700.0,1572.0,130887,171074,58594,115201.0,13.680350460935932,22999.0,2008.0,9673.0,45763.0,27548.0,50209.0,11018.0,94.0
Habersham County, Georgia,43342.0,38237.0,1651.0,5693.0,1029.0,0.0,38.9,18375.0,16053.0,40689.0,18816.0,499.0,675.0,129800.0,1125.0,10820,4687,2073,7182.0,16.570532047436668,1237.0,86.0,441.0,5708.0,206.0,1780.0,108.0,0.0
Hall County, Georgia,185318.0,152338.0,13981.0,49756.0,3178.0,42.0,35.2,89995.0,50259.0,51036.0,23551.0,674.0,853.0,162200.0,1365.0,36582,23486,10427,34167.0,18.43695701442925,6559.0,912.0,2661.0,25314.0,3706.0,16827.0,394.0,0.0
Hancock County, Georgia,9043.0,2219.0,6612.0,198.0,32.0,0.0,43.0,2777.0,4904.0,24552.0,12661.0,393.0,641.0,66800.0,949.0,2718,723,267,2360.0,26.097534004202146,457.0,0.0,324.0,456.0,1903.0,1.0,0.0,0.0
Haralson County, Georgia,28563.0,26216.0,1487.0,365.0,228.0,0.0,39.7,12761.0,9621.0,41482.0,20468.0,489.0,701.0,105000.0,1123.0,7659,2682,977,5875.0,20.568567727479607,1364.0,106.0,637.0,5382.0,293.0,89.0,20.0,0.0
Harris County, Georgia,32539.0,25849.0,5419.0,989.0,214.0,0.0,43.1,16660.0,9568.0,69060.0,32002.0,653.0,912.0,201000.0,1510.0,6582,5579,2613,2803.0,8.614278250714527,550.0,58.0,202.0,1871.0,744.0,10.0,6.0,0.0
Hart County, Georgia,25406.0,19597.0,5041.0,876.0,98.0,5.0,43.3,10709.0,9866.0,36867.0,20881.0,399.0,572.0,114800.0,1108.0,6954,2838,974,6049.0,23.809336377233723,1394.0,176.0,592.0,4133.0,1747.0,447.0,44.0,0.0
Heard County, Georgia,11674.0,10179.0,1186.0,260.0,4.0,0.0,40.3,5214.0,3956.0,41354.0,19360.0,449.0,763.0,86900.0,1062.0,3175,1054,246,2619.0,22.434469761863973,581.0,83.0,191.0,2237.0,306.0,23.0,4.0,0.0
Henry County, Georgia,209069.0,113118.0,80262.0,12788.0,6424.0,58.0,36.0,105132.0,52483.0,60269.0,25123.0,840.0,1071.0,142300.0,1441.0,42046,34200,11503,26432.0,12.642716041115612,5420.0,547.0,3167.0,11856.0,11698.0,2670.0,934.0,36.0
Houston County, Georgia,145622.0,90066.0,42491.0,9262.0,3760.0,48.0,34.6,72096.0,39969.0,55170.0,24613.0,675.0,857.0,132300.0,1222.0,28766,22253,8096,23795.0,16.340250786282294,5145.0,550.0,2862.0,10550.0,10588.0,2507.0,337.0,30.0
Irwin County, Georgia,9482.0,6537.0,2767.0,76.0,6.0,0.0,38.9,3557.0,3912.0,36729.0,18614.0,299.0,595.0,76900.0,1030.0,2701,826,424,1972.0,20.797300147648176,388.0,28.0,188.0,1105.0,810.0,31.0,0.0,0.0
Jackson County, Georgia,60928.0,54052.0,4419.0,3982.0,1011.0,71.0,38.0,28578.0,18296.0,52857.0,23076.0,582.0,782.0,156700.0,1424.0,14638,7960,2477,9062.0,14.873293067226891,1947.0,142.0,828.0,7286.0,1533.0,1065.0,90.0,0.0
Jasper County, Georgia,13647.0,10103.0,2881.0,546.0,54.0,0.0,39.3,6557.0,4179.0,42099.0,21526.0,557.0,832.0,113100.0,1163.0,3852,1471,491,2991.0,21.916904814244887,602.0,53.0,316.0,1665.0,909.0,418.0,0.0,0.0
Jeff Davis County, Georgia,15028.0,11581.0,2370.0,1630.0,57.0,0.0,36.2,6423.0,4751.0,36707.0,17898.0,241.0,481.0,80600.0,919.0,4336,1302,394,3648.0,24.274687250465796,653.0,45.0,217.0,2190.0,746.0,859.0,0.0,0.0
Jefferson County, Georgia,16554.0,7182.0,9044.0,536.0,36.0,0.0,38.1,6385.0,6453.0,26796.0,14795.0,325.0,546.0,66800.0,968.0,4774,1164,305,5082.0,30.699528814787968,1055.0,15.0,725.0,954.0,4120.0,172.0,0.0,0.0
Jenkins County, Georgia,8794.0,5418.0,3033.0,511.0,9.0,0.0,39.2,3577.0,3302.0,28910.0,18351.0,344.0,564.0,61900.0,929.0,2171,1049,230,2586.0,29.40641346372527,591.0,65.0,422.0,1137.0,1225.0,396.0,0.0,0.0
Johnson County, Georgia,9850.0,6168.0,3377.0,79.0,192.0,0.0,40.5,4283.0,3785.0,36466.0,17078.0,297.0,496.0,66500.0,950.0,2809,826,268,2009.0,20.395939086294415,334.0,22.0,190.0,882.0,1031.0,7.0,36.0,0.0
Jones County, Georgia,28783.0,21021.0,7333.0,369.0,199.0,0.0,39.1,13396.0,9065.0,54512.0,25526.0,606.0,833.0,131900.0,1248.0,7692,3786,1270,4410.0,15.32154396692492,959.0,80.0,575.0,2951.0,1331.0,83.0,0.0,0.0
Lamar County, Georgia,18128.0,11936.0,5579.0,376.0,114.0,0.0,38.7,8494.0,6350.0,41038.0,19137.0,429.0,649.0,120900.0,1233.0,4539,1909,670,3349.0,18.474183583406884,731.0,75.0,346.0,1723.0,1455.0,50.0,0.0,0.0
Lanier County, Georgia,10356.0,7353.0,2539.0,530.0,68.0,0.0,33.3,4179.0,3538.0,36904.0,16860.0,409.0,640.0,102100.0,1049.0,2113,1205,357,3071.0,29.654306682116648,636.0,84.0,360.0,1557.0,1208.0,310.0,0.0,0.0
Laurens County, Georgia,48028.0,29475.0,17443.0,1172.0,496.0,0.0,38.3,18355.0,18886.0,33487.0,19002.0,406.0,603.0,85700.0,1118.0,14489,4680,2021,12046.0,25.081202631798117,2612.0,343.0,1366.0,5140.0,6703.0,277.0,59.0,0.0
Lee County, Georgia,28805.0,21780.0,5767.0,664.0,676.0,0.0,36.3,14183.0,7566.0,60667.0,26886.0,687.0,959.0,156400.0,1347.0,5693,4096,1721,3267.0,11.341780940808887,765.0,111.0,368.0,2057.0,985.0,124.0,37.0,0.0
Liberty County, Georgia,64489.0,30597.0,26088.0,7176.0,1301.0,321.0,27.7,32139.0,14834.0,43209.0,20308.0,771.0,960.0,124300.0,1220.0,11517,8030,2250,11310.0,17.537874676301385,2615.0,127.0,1700.0,4269.0,5821.0,1011.0,87.0,32.0
Lincoln County, Georgia,7800.0,5117.0,2497.0,23.0,35.0,0.0,47.0,3645.0,2815.0,34596.0,21579.0,321.0,569.0,99100.0,1121.0,2470,759,279,1878.0,24.076923076923077,446.0,12.0,275.0,1015.0,765.0,18.0,0.0,0.0
Long County, Georgia,15967.0,10199.0,4204.0,1923.0,27.0,14.0,31.0,7475.0,4346.0,49317.0,18206.0,497.0,681.0,97900.0,1117.0,3657,1930,337,2911.0,18.231352163837915,606.0,46.0,349.0,1524.0,867.0,675.0,0.0,7.0
Lowndes County, Georgia,112515.0,65134.0,40703.0,5863.0,1741.0,40.0,29.4,54926.0,32702.0,37248.0,19353.0,593.0,776.0,133100.0,1156.0,19552,14256,5514,27375.0,24.33008932142381,4688.0,458.0,2859.0,10282.0,15472.0,2050.0,589.0,0.0
Lumpkin County, Georgia,30719.0,29096.0,707.0,1404.0,95.0,0.0,35.9,15712.0,9772.0,42764.0,20333.0,691.0,863.0,169700.0,1277.0,6049,4489,1922,5870.0,19.10869494449689,783.0,180.0,251.0,5033.0,482.0,319.0,11.0,0.0
McDuffie County, Georgia,21563.0,12303.0,8948.0,535.0,12.0,0.0,38.7,9098.0,7567.0,37899.0,18743.0,414.0,590.0,106300.0,1105.0,5269,2256,802,4951.0,22.960626999953625,1235.0,196.0,791.0,1579.0,3172.0,284.0,0.0,0.0
McIntosh County, Georgia,14172.0,8678.0,4812.0,261.0,59.0,0.0,47.0,6215.0,5487.0,45216.0,23286.0,410.0,598.0,120800.0,1218.0,4072,1666,545,2538.0,17.908552074513125,394.0,63.0,181.0,839.0,1611.0,0.0,0.0,0.0
Macon County, Georgia,14232.0,4835.0,8865.0,216.0,221.0,0.0,39.8,5445.0,6180.0,29295.0,13546.0,301.0,543.0,69200.0,957.0,3977,985,321,3716.0,26.11017425519955,721.0,87.0,521.0,528.0,3008.0,89.0,7.0,0.0
Madison County, Georgia,28142.0,24113.0,2328.0,1222.0,280.0,0.0,39.6,12787.0,9564.0,43746.0,20661.0,522.0,679.0,118800.0,1116.0,7950,2914,1194,5168.0,18.36401108663208,970.0,181.0,384.0,3886.0,691.0,285.0,192.0,0.0
Marion County, Georgia,8751.0,5168.0,2727.0,607.0,95.0,146.0,41.9,3837.0,3116.0,36271.0,19420.0,325.0,502.0,103300.0,1062.0,2334,585,356,1606.0,18.352188321334705,296.0,54.0,190.0,470.0,1120.0,0.0,0.0,0.0
Meriwether County, Georgia,21434.0,12458.0,8354.0,406.0,119.0,0.0,42.3,9066.0,8109.0,36606.0,18441.0,435.0,723.0,88400.0,1077.0,5856,1559,493,4802.0,22.40365774003919,1036.0,42.0,647.0,1990.0,2732.0,68.0,0.0,0.0
Miller County, Georgia,6017.0,4189.0,1820.0,67.0,0.0,0.0,41.7,2626.0,2121.0,33224.0,20641.0,384.0,602.0,90700.0,1045.0,1541,506,226,1534.0,25.494432441415988,349.0,58.0,187.0,610.0,924.0,0.0,0.0,0.0
Mitchell County, Georgia,23175.0,11210.0,11082.0,1015.0,47.0,3.0,37.3,8859.0,9384.0,31101.0,15547.0,357.0,547.0,80400.0,978.0,6306,1837,633,6360.0,27.44336569579288,1192.0,47.0,725.0,2225.0,3585.0,357.0,2.0,0.0
Monroe County, Georgia,26788.0,19713.0,6451.0,597.0,196.0,0.0,41.5,12239.0,9543.0,47815.0,23196.0,548.0,748.0,150000.0,1248.0,6690,3100,1585,3405.0,12.710915335224728,744.0,155.0,333.0,1408.0,1866.0,90.0,0.0,0.0
Montgomery County, Georgia,9000.0,6408.0,2379.0,525.0,25.0,0.0,38.1,3523.0,3679.0,34653.0,17378.0,341.0,534.0,73400.0,1021.0,2740,872,399,2028.0,22.533333333333335,402.0,20.0,214.0,1308.0,696.0,253.0,0.0,0.0
Morgan County, Georgia,17866.0,13178.0,4323.0,515.0,18.0,0.0,41.8,8390.0,5699.0,49746.0,25012.0,648.0,912.0,175600.0,1316.0,4381,2436,1024,2695.0,15.084518079032799,564.0,68.0,236.0,1390.0,1286.0,75.0,0.0,0.0
Murray County, Georgia,39416.0,37641.0,454.0,5357.0,126.0,0.0,37.0,17658.0,12682.0,34478.0,16481.0,457.0,654.0,86200.0,954.0,10093,2543,1006,8083.0,20.506900750964075,1895.0,278.0,712.0,7652.0,225.0,1459.0,15.0,0.0
Muscogee County, Georgia,198247.0,92002.0,88878.0,14018.0,4570.0,164.0,33.3,97218.0,57419.0,41362.0,23209.0,626.0,826.0,134200.0,1224.0,36760,28516,10980,37674.0,19.003566258253592,7677.0,532.0,5671.0,10247.0,24596.0,2609.0,488.0,29.0
Newton County, Georgia,101503.0,54998.0,42003.0,4798.0,1186.0,3.0,35.4,48925.0,27731.0,49208.0,21811.0,726.0,945.0,118500.0,1260.0,21261,13030,4202,16610.0,16.36404835325064,3399.0,533.0,1820.0,7457.0,8576.0,1468.0,74.0,0.0
Oconee County, Georgia,33769.0,30199.0,1901.0,1541.0,1295.0,7.0,39.3,16832.0,8944.0,75057.0,34086.0,696.0,884.0,235000.0,1670.0,4531,6373,5033,2735.0,8.099144185495573,533.0,34.0,262.0,2152.0,340.0,411.0,108.0,0.0
Oglethorpe County, Georgia,14695.0,11477.0,2238.0,567.0,136.0,0.0,41.6,6746.0,5057.0,46901.0,21764.0,512.0,740.0,125100.0,1167.0,4088,1724,780,2121.0,14.433480775774072,438.0,51.0,247.0,1295.0,572.0,154.0,0.0,0.0
Paulding County, Georgia,145565.0,114626.0,25683.0,7807.0,1261.0,19.0,34.8,75736.0,32502.0,61153.0,24868.0,803.0,1019.0,131800.0,1321.0,33106,20204,7436,18426.0,12.658262631813967,4296.0,449.0,1829.0,12757.0,5040.0,2187.0,235.0,0.0
Peach County, Georgia,27337.0,12992.0,12638.0,1926.0,271.0,9.0,33.9,13283.0,8740.0,39085.0,20256.0,485.0,680.0,123300.0,1144.0,5763,3006,1286,5721.0,20.92768043311263,1139.0,78.0,716.0,1164.0,4009.0,663.0,20.0,0.0
Pickens County, Georgia,29550.0,28185.0,397.0,874.0,171.0,14.0,44.4,13773.0,10252.0,50452.0,26444.0,637.0,837.0,167500.0,1292.0,7009,4769,1768,3511.0,11.88155668358714,771.0,14.0,297.0,3398.0,29.0,0.0,0.0,0.0
Pierce County, Georgia,18860.0,16209.0,1641.0,947.0,83.0,0.0,38.8,8041.0,6643.0,41685.0,21601.0,394.0,602.0,86200.0,1003.0,5219,1528,731,3732.0,19.787910922587486,766.0,190.0,292.0,2685.0,867.0,90.0,0.0,0.0
Pike County, Georgia,17821.0,15570.0,1953.0,237.0,70.0,0.0,38.5,8472.0,5374.0,51985.0,23670.0,558.0,814.0,155800.0,1408.0,4347,1982,890,2181.0,12.238370461814712,545.0,94.0,238.0,1578.0,573.0,2.0,0.0,0.0
Polk County, Georgia,41250.0,31781.0,5465.0,5170.0,341.0,10.0,37.2,18339.0,13165.0,39121.0,18773.0,469.0,669.0,102000.0,1194.0,10650,3166,1475,8355.0,20.254545454545454,1791.0,313.0,680.0,5847.0,1554.0,1473.0,38.0,0.0
Pulaski County, Georgia,11693.0,7581.0,3844.0,558.0,14.0,0.0,42.2,4672.0,5247.0,35430.0,17379.0,349.0,584.0,87800.0,1105.0,3827,1263,440,1409.0,12.04994441118618,362.0,3.0,294.0,852.0,557.0,246.0,0.0,0.0
Putnam County, Georgia,21226.0,14929.0,5744.0,1389.0,8.0,0.0,44.6,9717.0,7495.0,44058.0,24807.0,442.0,688.0,140400.0,1168.0,5876,3342,795,2980.0,14.039385659097334,590.0,45.0,410.0,1318.0,1484.0,372.0,0.0,0.0
Quitman County, Georgia,2407.0,1094.0,1274.0,0.0,15.0,0.0,44.1,864.0,1116.0,30313.0,15644.0,390.0,628.0,63600.0,899.0,678,182,6,692.0,28.749480681346075,151.0,36.0,53.0,199.0,486.0,0.0,0.0,0.0
Rabun County, Georgia,16267.0,15112.0,250.0,1329.0,147.0,0.0,47.3,6924.0,6728.0,34043.0,22848.0,519.0,723.0,160200.0,1282.0,4223,2553,1159,3809.0,23.41550378066023,719.0,83.0,339.0,3229.0,142.0,555.0,0.0,0.0
Randolph County, Georgia,7411.0,2606.0,4567.0,57.0,138.0,0.0,39.7,2723.0,3023.0,26837.0,24084.0,372.0,613.0,73400.0,879.0,1807,699,374,2330.0,31.439751720415597,533.0,0.0,432.0,456.0,1874.0,20.0,0.0,0.0
Richmond County, Georgia,201244.0,79422.0,109683.0,8889.0,3322.0,452.0,33.3,94077.0,63452.0,37704.0,20549.0,596.0,785.0,100400.0,1111.0,42059,27214,9494,48961.0,24.329172546759157,9064.0,691.0,6695.0,13638.0,32651.0,2450.0,217.0,311.0
Rockdale County, Georgia,86256.0,38777.0,41858.0,8516.0,1612.0,188.0,37.2,42807.0,23308.0,52341.0,23409.0,726.0,933.0,143900.0,1359.0,17129,13760,4402,13587.0,15.751947690595436,2875.0,420.0,1566.0,5120.0,7308.0,2777.0,192.0,188.0
Schley County, Georgia,5054.0,3496.0,1319.0,325.0,10.0,0.0,40.9,2201.0,1681.0,38537.0,20650.0,367.0,642.0,91200.0,1154.0,1133,580,167,1117.0,22.101305896319747,218.0,12.0,130.0,442.0,581.0,176.0,0.0,0.0
