County,State,Population,White Population,Black Population,Hispanic Population,Asian Population,Native Hawaiian or Pacific Islander,Median Age,Employed,Unemployed,Household Income,Per Capita Income,Avg Rent,Avg Rent plus Utilities,Median Home Value,Avg Monthly Cost of Home,High School,College,Advanced Degree,Poverty Count,Poverty Rate,Family Poverty,Male Family Poverty,Female Family Poverty,White Poverty,Black Poverty,Hispanic Poverty,Asian Poverty,Native Hawaiian or Pacific Islander Poverty
Sacramento County, California,1450277.0,865905.0,146236.0,319934.0,214861.0,14533.0,35.3,713921.0,416203.0,55615.0,27071.0,906.0,1035.0,236500.0,1795.0,234570,266859,90145,258031.0,17.791842523876472,46712.0,5345.0,23164.0,127115.0,40895.0,79849.0,38157.0,2924.0
San Benito County, California,56888.0,48133.0,574.0,32657.0,1205.0,84.0,34.8,29424.0,13610.0,67874.0,26317.0,1135.0,1265.0,357200.0,2261.0,9546,7877,1912,6864.0,12.06581352833638,1340.0,112.0,559.0,6067.0,86.0,5012.0,54.0,13.0
San Bernardino County, California,2078586.0,1306230.0,180267.0,1050173.0,136494.0,7172.0,32.2,955651.0,610274.0,54100.0,21384.0,972.0,1113.0,225400.0,1767.0,359508,252394,83921,389037.0,18.716425493099635,70284.0,9275.0,32762.0,222727.0,46933.0,237748.0,16128.0,883.0
San Diego County, California,3183143.0,2259494.0,160316.0,1039752.0,357998.0,14343.0,34.9,1648072.0,892592.0,63996.0,31043.0,1241.0,1328.0,412800.0,2375.0,434742,646496,277802,455855.0,14.320908611394461,78353.0,7516.0,33560.0,303980.0,32054.0,209416.0,39421.0,2337.0
San Francisco County, California,829072.0,410245.0,47611.0,126524.0,278274.0,3566.0,38.6,505323.0,223986.0,78378.0,49986.0,1473.0,1533.0,765700.0,3206.0,102940,243653,134277,108328.0,13.066175193469325,12517.0,1352.0,5524.0,41089.0,13867.0,19664.0,37975.0,845.0
San Joaquin County, California,701050.0,405458.0,50377.0,278523.0,102469.0,3980.0,33.2,324499.0,200416.0,53253.0,22642.0,868.0,1033.0,211300.0,1804.0,127783,92196,24412,132986.0,18.969545681477783,24793.0,3210.0,11981.0,65484.0,15004.0,69394.0,18724.0,741.0
San Luis Obispo County, California,274184.0,231961.0,5791.0,58889.0,10205.0,85.0,39.5,134302.0,94977.0,59454.0,30392.0,1124.0,1226.0,426200.0,2163.0,38809,53394,21985,38121.0,13.903437107927523,4888.0,548.0,2048.0,31032.0,880.0,11621.0,1721.0,8.0
San Mateo County, California,739837.0,417138.0,19503.0,187635.0,192649.0,10463.0,39.4,410311.0,185222.0,91421.0,47198.0,1574.0,1664.0,736800.0,3150.0,96763,179772,94073,55672.0,7.524900755166341,8186.0,1068.0,3338.0,28941.0,2665.0,24179.0,11387.0,1019.0
Santa Barbara County, California,431555.0,319490.0,8471.0,188743.0,21738.0,832.0,33.6,219724.0,124836.0,63409.0,30526.0,1267.0,1357.0,446500.0,2286.0,53616,70743,33972,68953.0,15.977801207262111,9511.0,1109.0,4471.0,46173.0,1566.0,39623.0,3859.0,46.0
Santa Clara County, California,1841569.0,907336.0,48660.0,492546.0,610916.0,6739.0,36.6,975248.0,477431.0,93854.0,42666.0,1541.0,1637.0,664100.0,2996.0,217851,412580,264683,180153.0,9.782582135124994,29442.0,3145.0,11918.0,84204.0,8640.0,82551.0,46368.0,1008.0
Santa Cruz County, California,267203.0,215832.0,2459.0,87406.0,11686.0,384.0,36.9,141807.0,77013.0,66923.0,33050.0,1327.0,1427.0,559500.0,2641.0,29289,55129,24984,39252.0,14.689954828351478,5157.0,545.0,2672.0,27806.0,468.0,18397.0,1952.0,126.0
Shasta County, California,178520.0,155559.0,1759.0,15908.0,4462.0,326.0,41.9,77370.0,67050.0,44556.0,23763.0,745.0,932.0,213700.0,1496.0,32979,29480,8294,31616.0,17.710060497423257,5139.0,444.0,2604.0,25344.0,644.0,4478.0,948.0,51.0
Sierra County, California,3019.0,2793.0,4.0,283.0,3.0,16.0,53.5,1294.0,1285.0,43107.0,28030.0,720.0,1010.0,195700.0,1339.0,798,671,86,487.0,16.131169261344816,89.0,0.0,57.0,382.0,2.0,119.0,1.0,0.0
Siskiyou County, California,44261.0,38114.0,574.0,4923.0,627.0,233.0,47.3,18964.0,17301.0,37495.0,22482.0,650.0,799.0,185400.0,1343.0,8515,8141,2490,9945.0,22.468990759359254,2140.0,254.0,916.0,8059.0,150.0,1627.0,118.0,95.0
Solano County, California,421624.0,226669.0,59510.0,104865.0,63233.0,3654.0,37.2,214300.0,119672.0,67341.0,29132.0,1156.0,1290.0,263600.0,2036.0,71502,74766,20371,53317.0,12.6456273836404,10159.0,976.0,5770.0,24479.0,12052.0,19106.0,4849.0,323.0
Sonoma County, California,491790.0,387044.0,7490.0,125674.0,19811.0,1873.0,40.5,260677.0,138972.0,63799.0,33361.0,1193.0,1302.0,414500.0,2246.0,74285,102583,38926,59716.0,12.142581183025275,8948.0,1309.0,3532.0,41720.0,1331.0,24264.0,2350.0,184.0
Stanislaus County, California,522794.0,396628.0,14456.0,225013.0,27581.0,3873.0,33.3,245463.0,148337.0,49573.0,21729.0,826.0,993.0,175400.0,1624.0,102210,59352,17422,104786.0,20.043458800215763,20479.0,2598.0,9355.0,74150.0,4611.0,59989.0,4329.0,1203.0
Sutter County, California,95067.0,65256.0,1925.0,27931.0,13904.0,303.0,35.0,43939.0,28454.0,51527.0,23828.0,774.0,898.0,189600.0,1577.0,16855,14084,3233,15824.0,16.64510292740909,3173.0,495.0,1243.0,9488.0,394.0,7275.0,2378.0,140.0
Tehama County, California,63284.0,54972.0,315.0,14539.0,805.0,70.0,40.0,26852.0,22780.0,42369.0,21002.0,678.0,833.0,170300.0,1331.0,13701,7412,1955,11604.0,18.336388344605272,2108.0,224.0,885.0,9677.0,136.0,3193.0,63.0,18.0
Trinity County, California,13515.0,11917.0,110.0,960.0,159.0,74.0,50.0,5393.0,6094.0,36862.0,23145.0,669.0,802.0,258500.0,1502.0,2945,2645,538,2489.0,18.416574176840548,412.0,103.0,130.0,2093.0,0.0,247.0,21.0,63.0
Tulare County, California,451108.0,365823.0,7884.0,279022.0,14982.0,507.0,30.1,197879.0,124562.0,42863.0,17888.0,681.0,826.0,161000.0,1381.0,77886,42499,11175,122044.0,27.054275251159368,23425.0,3269.0,9233.0,97603.0,3067.0,94983.0,2857.0,187.0
Tuolumne County, California,54347.0,47833.0,1018.0,6048.0,770.0,108.0,48.2,22936.0,23336.0,48493.0,26063.0,769.0,924.0,262600.0,1572.0,12048,9460,2590,7444.0,13.697168196956595,1545.0,243.0,551.0,6506.0,70.0,936.0,27.0,0.0
Ventura County, California,835790.0,649278.0,15035.0,344520.0,58479.0,1384.0,36.9,438567.0,213662.0,77335.0,33308.0,1401.0,1494.0,444800.0,2447.0,114245,155920,63557,91912.0,10.997020782732504,15911.0,1527.0,7612.0,69648.0,2128.0,61106.0,3477.0,36.0
Yolo County, California,204162.0,134790.0,5314.0,63249.0,26954.0,1164.0,31.0,101725.0,62834.0,55508.0,28080.0,1002.0,1096.0,317700.0,2030.0,25872,31896,22283,39333.0,19.26558321333059,4547.0,569.0,1697.0,20326.0,1485.0,13164.0,8840.0,287.0
Yuba County, California,73059.0,51133.0,2378.0,19181.0,5149.0,257.0,32.1,31963.0,22485.0,45470.0,19586.0,748.0,884.0,170800.0,1520.0,12538,8971,1885,15926.0,21.7988201316744,3034.0,467.0,1528.0,10376.0,785.0,4587.0,1550.0,109.0
Adams County, Colorado,461558.0,376581.0,14816.0,177234.0,17191.0,663.0,32.8,243917.0,100410.0,57421.0,24667.0,871.0,1003.0,189400.0,1545.0,89990,66808,19555,64599.0,13.995857508698798,11674.0,1408.0,5405.0,47462.0,4367.0,38131.0,2088.0,299.0
Alamosa County, Colorado,16111.0,13666.0,294.0,7339.0,285.0,15.0,30.8,7118.0,5477.0,31400.0,19481.0,526.0,622.0,142100.0,1034.0,2635,1893,965,4192.0,26.019489789584757,625.0,51.0,254.0,3789.0,167.0,2291.0,0.0,0.0
Arapahoe County, Colorado,596684.0,439517.0,60541.0,110721.0,31069.0,1179.0,36.0,331589.0,132273.0,62213.0,33574.0,894.0,1029.0,235600.0,1643.0,85213,134756,54364,68985.0,11.561395981792709,12953.0,1346.0,6711.0,38906.0,12477.0,24456.0,3088.0,144.0
Archuleta County, Colorado,12132.0,10629.0,65.0,2209.0,99.0,8.0,48.8,6099.0,4102.0,48186.0,28506.0,734.0,914.0,264300.0,1412.0,2442,2690,1121,1327.0,10.938015166501813,348.0,6.0,130.0,881.0,5.0,496.0,3.0,0.0
Baca County, Colorado,3735.0,3575.0,58.0,357.0,6.0,3.0,48.1,1842.0,1194.0,38625.0,22558.0,291.0,526.0,71500.0,859.0,897,565,119,588.0,15.742971887550201,145.0,11.0,47.0,520.0,29.0,42.0,2.0,3.0
Bent County, Colorado,6000.0,4845.0,724.0,1863.0,56.0,0.0,40.9,1636.0,3472.0,39053.0,15402.0,450.0,706.0,69800.0,919.0,2050,741,118,703.0,11.716666666666667,186.0,15.0,93.0,660.0,0.0,364.0,0.0,0.0
Boulder County, Colorado,305166.0,267572.0,2821.0,41482.0,12746.0,160.0,35.7,174870.0,74636.0,69407.0,38524.0,1047.0,1149.0,358000.0,1862.0,26782,72920,52123,43057.0,14.109369982239174,5052.0,796.0,2199.0,35546.0,753.0,12207.0,1408.0,58.0
Broomfield County, Colorado,59027.0,51294.0,590.0,6869.0,3541.0,0.0,37.4,32564.0,12967.0,80430.0,38706.0,1119.0,1248.0,284100.0,1795.0,6204,15757,6942,3717.0,6.297118267911295,672.0,110.0,344.0,2908.0,164.0,526.0,359.0,0.0
Chaffee County, Colorado,18121.0,16979.0,417.0,1802.0,58.0,0.0,48.9,8832.0,6784.0,48528.0,27467.0,677.0,817.0,265700.0,1444.0,4073,4037,1759,1480.0,8.16731968434413,317.0,48.0,194.0,1385.0,0.0,229.0,1.0,0.0
Cheyenne County, Colorado,2153.0,2084.0,7.0,327.0,29.0,0.0,36.3,1144.0,484.0,53900.0,23415.0,447.0,600.0,84200.0,1129.0,443,400,71,182.0,8.453320947515095,18.0,4.0,2.0,174.0,0.0,88.0,0.0,0.0
Clear Creek County, Colorado,9114.0,8601.0,130.0,478.0,83.0,0.0,48.0,5555.0,2277.0,68531.0,42446.0,703.0,795.0,273400.0,1542.0,1535,2328,1082,828.0,9.084924292297565,158.0,22.0,48.0,732.0,46.0,101.0,0.0,0.0
Conejos County, Colorado,8276.0,7417.0,8.0,4530.0,8.0,0.0,38.5,3399.0,2828.0,37357.0,18247.0,375.0,538.0,111000.0,973.0,1845,1066,294,1522.0,18.390526824552925,352.0,43.0,154.0,1391.0,5.0,1083.0,4.0,0.0
Costilla County, Colorado,3578.0,3207.0,0.0,2320.0,27.0,0.0,50.6,1474.0,1479.0,33594.0,20592.0,373.0,614.0,101200.0,925.0,746,375,249,893.0,24.95807713806596,196.0,11.0,72.0,836.0,0.0,668.0,0.0,0.0
Crowley County, Colorado,5558.0,4621.0,438.0,1651.0,31.0,13.0,39.9,1944.0,2858.0,31534.0,11726.0,452.0,600.0,73700.0,991.0,1467,572,134,1137.0,20.45699892047499,179.0,21.0,90.0,985.0,0.0,364.0,1.0,13.0
Custer County, Colorado,4274.0,4102.0,91.0,134.0,9.0,2.0,57.4,1643.0,2088.0,32261.0,25842.0,558.0,692.0,215400.0,1199.0,772,969,464,746.0,17.454375292466075,169.0,17.0,41.0,670.0,57.0,43.0,0.0,0.0
Delta County, Colorado,30378.0,28820.0,328.0,4390.0,184.0,0.0,47.1,13357.0,11333.0,42389.0,24590.0,625.0,810.0,190500.0,1253.0,8031,4495,1342,4738.0,15.596813483441965,971.0,87.0,504.0,4406.0,11.0,1097.0,75.0,0.0
Denver County, Colorado,633777.0,473269.0,61868.0,197760.0,22301.0,613.0,34.0,363279.0,148424.0,51800.0,34423.0,825.0,913.0,257500.0,1592.0,86610,140610,75376,113930.0,17.97635445906052,17890.0,1845.0,9124.0,70438.0,19052.0,54683.0,3672.0,89.0
Dolores County, Colorado,1736.0,1641.0,0.0,119.0,2.0,4.0,46.3,777.0,645.0,32578.0,21543.0,541.0,643.0,117400.0,1106.0,465,329,57,347.0,19.98847926267281,68.0,0.0,37.0,327.0,0.0,11.0,2.0,0.0
Douglas County, Colorado,299794.0,272630.0,2985.0,23870.0,11588.0,79.0,37.2,162583.0,58434.0,102626.0,44105.0,1205.0,1353.0,340300.0,2096.0,26882,87749,35144,12240.0,4.082803525087226,2473.0,353.0,1158.0,10061.0,156.0,1885.0,740.0,0.0
Eagle County, Colorado,52233.0,46882.0,548.0,15692.0,251.0,0.0,35.1,33296.0,8028.0,73774.0,39355.0,1116.0,1231.0,435600.0,2222.0,6729,15474,4168,5166.0,9.8902992361151,731.0,51.0,285.0,3920.0,61.0,3613.0,22.0,0.0
Elbert County, Colorado,23545.0,22495.0,117.0,1390.0,152.0,4.0,44.5,12973.0,5755.0,82154.0,36421.0,911.0,1109.0,327300.0,2052.0,4582,5137,1354,1712.0,7.271182841367594,263.0,50.0,73.0,1537.0,32.0,168.0,0.0,0.0
El Paso County, Colorado,645707.0,521280.0,38506.0,101403.0,17095.0,1928.0,33.6,341181.0,156631.0,57487.0,29314.0,799.0,941.0,214300.0,1525.0,88472,132477,55933,78493.0,12.156132735125993,14673.0,1248.0,7913.0,54158.0,7620.0,22992.0,1780.0,193.0
Fremont County, Colorado,46879.0,40496.0,2788.0,6006.0,563.0,61.0,43.3,15637.0,24209.0,40569.0,19161.0,591.0,697.0,157400.0,1175.0,13414,5922,2124,6274.0,13.38339128394377,1530.0,172.0,678.0,6032.0,10.0,614.0,1.0,0.0
Garfield County, Colorado,56684.0,50191.0,499.0,15964.0,392.0,0.0,35.6,31345.0,11970.0,57214.0,27022.0,991.0,1111.0,290600.0,1826.0,9404,10312,3399,6503.0,11.472373156446263,1232.0,138.0,351.0,5346.0,142.0,3033.0,8.0,0.0
Gilpin County, Colorado,5557.0,5132.0,20.0,447.0,18.0,0.0,43.3,3175.0,1311.0,65851.0,37375.0,884.0,1043.0,260000.0,1558.0,917,1190,474,568.0,10.22134245096275,96.0,5.0,33.0,496.0,0.0,30.0,0.0,0.0
Grand County, Colorado,14478.0,13269.0,91.0,1101.0,210.0,42.0,42.0,8627.0,3148.0,64109.0,31713.0,810.0,982.0,292700.0,1524.0,2779,3957,916,1736.0,11.990606437353225,199.0,14.0,76.0,1550.0,0.0,170.0,20.0,10.0
Gunnison County, Colorado,15503.0,14852.0,77.0,1362.0,144.0,0.0,34.2,9720.0,3255.0,51371.0,27070.0,763.0,882.0,325800.0,1600.0,1714,4600,1324,2570.0,16.577436625169323,286.0,28.0,152.0,2486.0,0.0,519.0,10.0,0.0
Hinsdale County, Colorado,871.0,854.0,0.0,19.0,0.0,0.0,57.5,431.0,348.0,55682.0,36046.0,550.0,722.0,264800.0,1408.0,142,230,114,65.0,7.462686567164179,12.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0
Huerfano County, Colorado,6550.0,5261.0,41.0,2292.0,11.0,0.0,52.1,2630.0,2928.0,32932.0,23440.0,473.0,682.0,154700.0,1041.0,1516,1052,675,1224.0,18.68702290076336,234.0,40.0,78.0,777.0,0.0,630.0,8.0,0.0
Jackson County, Colorado,1389.0,1283.0,1.0,257.0,5.0,0.0,46.5,796.0,340.0,45606.0,25818.0,527.0,708.0,124800.0,970.0,380,190,58,203.0,14.614830813534917,43.0,19.0,2.0,121.0,0.0,84.0,5.0,0.0
Jefferson County, Colorado,546162.0,496471.0,5869.0,81148.0,13961.0,327.0,40.4,308558.0,134388.0,69698.0,36427.0,892.0,1008.0,267200.0,1699.0,83797,131566,57411,47009.0,8.60715318898056,8143.0,718.0,4112.0,41127.0,809.0,13452.0,954.0,38.0
Kiowa County, Colorado,1407.0,1330.0,11.0,85.0,1.0,0.0,40.4,724.0,383.0,39375.0,22173.0,399.0,683.0,76400.0,894.0,271,241,48,203.0,14.427860696517413,29.0,0.0,15.0,187.0,0.0,7.0,0.0,0.0
Kit Carson County, Colorado,8122.0,7443.0,279.0,1548.0,39.0,20.0,38.4,3810.0,2633.0,41495.0,21330.0,506.0,644.0,121600.0,1108.0,1933,1045,257,1135.0,13.974390544200936,239.0,16.0,129.0,1051.0,0.0,480.0,9.0,0.0
Lake County, Colorado,7311.0,6476.0,38.0,2158.0,80.0,7.0,39.0,4303.0,1454.0,46174.0,25998.0,737.0,917.0,168800.0,1255.0,1526,1679,443,872.0,11.92723293667077,119.0,14.0,72.0,735.0,0.0,350.0,0.0,0.0
La Plata County, Colorado,52547.0,46210.0,204.0,6454.0,361.0,71.0,38.5,28966.0,14395.0,58456.0,31016.0,877.0,1026.0,333100.0,1621.0,7150,12812,5750,5609.0,10.674253525415342,743.0,81.0,325.0,4698.0,25.0,734.0,30.0,0.0
Larimer County, Colorado,311435.0,282786.0,2948.0,33750.0,5810.0,372.0,35.5,172892.0,81051.0,58844.0,31082.0,894.0,1001.0,251600.0,1560.0,38327,73262,33380,41375.0,13.285276221362404,5327.0,561.0,2530.0,35066.0,577.0,7437.0,759.0,116.0
Las Animas County, Colorado,14789.0,12504.0,192.0,6235.0,89.0,27.0,44.6,6914.0,5270.0,45707.0,23365.0,530.0,761.0,151200.0,1228.0,3068,2549,631,2323.0,15.707620528771384,394.0,52.0,158.0,1944.0,15.0,1139.0,0.0,0.0
Lincoln County, Colorado,5462.0,4594.0,665.0,712.0,4.0,0.0,38.7,1796.0,2843.0,43701.0,17594.0,515.0,677.0,124300.0,1206.0,1712,747,132,620.0,11.351153423654338,125.0,14.0,41.0,610.0,4.0,1.0,4.0,0.0
Logan County, Colorado,22604.0,20866.0,287.0,3589.0,350.0,9.0,37.1,12048.0,6738.0,41749.0,23533.0,512.0,634.0,122300.0,1093.0,5291,3467,991,3630.0,16.0591045832596,569.0,28.0,279.0,3507.0,5.0,1154.0,0.0,0.0
Mesa County, Colorado,147509.0,135965.0,1060.0,20161.0,904.0,139.0,38.2,73943.0,43135.0,48610.0,26518.0,715.0,841.0,203200.0,1375.0,30359,25639,8376,22726.0,15.406517568419554,4263.0,611.0,2213.0,19961.0,297.0,5087.0,140.0,69.0
Mineral County, Colorado,704.0,676.0,5.0,19.0,1.0,0.0,61.2,342.0,325.0,47986.0,34305.0,644.0,663.0,280200.0,1378.0,150,209,85,48.0,6.818181818181818,0.0,0.0,0.0,42.0,2.0,0.0,1.0,0.0
Moffat County, Colorado,13286.0,12331.0,25.0,1896.0,115.0,118.0,36.7,6978.0,3225.0,50123.0,24623.0,626.0,739.0,177700.0,1352.0,3362,1627,291,1516.0,11.41050730091826,257.0,27.0,95.0,1182.0,6.0,420.0,15.0,0.0
Montezuma County, Colorado,25569.0,21246.0,75.0,3020.0,111.0,0.0,43.1,12325.0,8044.0,43431.0,23611.0,560.0,713.0,184300.0,1157.0,5346,4098,1960,4636.0,18.131330908522038,969.0,142.0,439.0,3337.0,10.0,984.0,9.0,0.0
Montrose County, Colorado,40885.0,37489.0,276.0,8199.0,210.0,67.0,43.5,19486.0,13114.0,44885.0,23408.0,671.0,829.0,194600.0,1341.0,9403,6402,2880,6915.0,16.91329338388162,1409.0,138.0,528.0,5996.0,41.0,2196.0,30.0,0.0
Morgan County, Colorado,28342.0,25350.0,747.0,9811.0,34.0,28.0,36.5,13948.0,7468.0,46223.0,21297.0,543.0,736.0,135000.0,1239.0,6034,3179,913,3404.0,12.010443864229766,698.0,64.0,372.0,2900.0,118.0,1613.0,15.0,24.0
Otero County, Colorado,18712.0,16999.0,86.0,7642.0,178.0,144.0,39.8,8241.0,6566.0,32594.0,18868.0,419.0,646.0,93200.0,960.0,3635,2967,630,4661.0,24.909149209063703,872.0,128.0,406.0,3979.0,21.0,3017.0,64.0,0.0
Ouray County, Colorado,4532.0,4421.0,0.0,270.0,5.0,0.0,52.5,2426.0,1560.0,60701.0,32562.0,818.0,1053.0,389600.0,1913.0,725,1279,737,334.0,7.369814651368049,69.0,15.0,13.0,289.0,0.0,41.0,0.0,0.0
Park County, Colorado,16174.0,15508.0,7.0,869.0,92.0,121.0,48.4,9606.0,4143.0,60800.0,31838.0,869.0,1087.0,244300.0,1541.0,3221,3989,1112,1329.0,8.216891307035983,188.0,0.0,67.0,1180.0,0.0,68.0,6.0,0.0
Phillips County, Colorado,4385.0,4080.0,14.0,1097.0,33.0,0.0,42.1,2158.0,1219.0,44390.0,22996.0,428.0,615.0,132900.0,1109.0,885,609,155,802.0,18.289623717217786,163.0,34.0,35.0,731.0,13.0,449.0,0.0,0.0
Pitkin County, Colorado,17303.0,16413.0,295.0,1655.0,177.0,2.0,43.3,11108.0,3697.0,71060.0,54441.0,1084.0,1242.0,570700.0,2079.0,1521,6557,2080,1515.0,8.75570710281454,173.0,5.0,22.0,1427.0,85.0,438.0,0.0,2.0
Prowers County, Colorado,12359.0,11667.0,51.0,4435.0,61.0,0.0,37.4,5917.0,3517.0,35408.0,19039.0,405.0,548.0,86200.0,960.0,2320,1659,347,2618.0,21.182943603851445,591.0,89.0,279.0,2514.0,5.0,1494.0,0.0,0.0
Pueblo County, Colorado,160757.0,126386.0,3374.0,67523.0,1183.0,92.0,38.8,73695.0,52964.0,41974.0,22229.0,593.0,761.0,137600.0,1177.0,31903,26438,8638,30102.0,18.725156602822896,5687.0,834.0,3057.0,19781.0,831.0,17773.0,217.0,44.0
Rio Blanco County, Colorado,6739.0,6405.0,32.0,706.0,42.0,12.0,36.8,3530.0,1747.0,63910.0,27776.0,629.0,736.0,199800.0,1270.0,1544,1054,318,1085.0,16.10031161893456,188.0,0.0,78.0,986.0,12.0,268.0,36.0,0.0
Rio Grande County, Colorado,11840.0,9714.0,48.0,5166.0,41.0,17.0,40.6,5447.0,3835.0,38673.0,21104.0,469.0,569.0,126300.0,1049.0,2493,1629,661,2311.0,19.51858108108108,466.0,40.0,224.0,1829.0,3.0,1063.0,16.0,6.0
Routt County, Colorado,23428.0,22103.0,119.0,1601.0,291.0,0.0,39.9,14688.0,4688.0,61095.0,35019.0,1039.0,1150.0,378100.0,1856.0,3095,6618,2841,2397.0,10.231347106026977,407.0,25.0,190.0,2058.0,0.0,379.0,70.0,0.0
Saguache County, Colorado,6211.0,5309.0,24.0,2436.0,31.0,0.0,45.2,2924.0,2041.0,33398.0,20569.0,447.0,639.0,142200.0,1041.0,1124,932,400,1547.0,24.907422315247143,256.0,45.0,128.0,1169.0,3.0,837.0,29.0,0.0
San Juan County, Colorado,653.0,608.0,0.0,142.0,10.0,0.0,45.3,449.0,145.0,37679.0,25926.0,617.0,833.0,230300.0,1212.0,153,164,30,108.0,16.539050535987748,14.0,8.0,3.0,108.0,0.0,30.0,0.0,0.0
San Miguel County, Colorado,7597.0,7334.0,17.0,706.0,91.0,0.0,40.1,4846.0,1395.0,59490.0,40993.0,1049.0,1113.0,511800.0,1982.0,913,2552,781,787.0,10.35935237593787,119.0,16.0,29.0,772.0,0.0,92.0,15.0,0.0
Sedgwick County, Colorado,2365.0,2159.0,10.0,407.0,24.0,0.0,49.3,1145.0,797.0,43864.0,22124.0,370.0,559.0,84500.0,946.0,580,371,93,362.0,15.306553911205073,70.0,6.0,27.0,315.0,0.0,68.0,1.0,0.0
