County,State,Population,White Population,Black Population,Hispanic Population,Asian Population,Native Hawaiian or Pacific Islander,Median Age,Employed,Unemployed,Household Income,Per Capita Income,Avg Rent,Avg Rent plus Utilities,Median Home Value,Avg Monthly Cost of Home,High School,College,Advanced Degree,Poverty Count,Poverty Rate,Family Poverty,Male Family Poverty,Female Family Poverty,White Poverty,Black Poverty,Hispanic Poverty,Asian Poverty,Native Hawaiian or Pacific Islander Poverty
Caguas Municipio, Puerto Rico,134269.0,102063.0,11049.0,132912.0,457.0,0.0,39.7,55480.0,54263.0,24229.0,13904.0,427.0,536.0,133300.0,933.0,26970,29301,8091,50442.0,37.5678674898897,11925.0,1369.0,6297.0,38150.0,4646.0,49976.0,246.0,0.0
Canóvanas Municipio, Puerto Rico,46779.0,23494.0,5446.0,46665.0,116.0,0.0,39.0,18667.0,18598.0,19986.0,11094.0,415.0,512.0,115900.0,929.0,11047,8208,1714,19930.0,42.60458752859189,4333.0,462.0,1937.0,8933.0,1692.0,19889.0,68.0,0.0
Cidra Municipio, Puerto Rico,41181.0,34510.0,3068.0,41006.0,72.0,0.0,38.7,15746.0,17506.0,20389.0,10965.0,408.0,521.0,117500.0,865.0,9486,7200,1836,17723.0,43.03683737646002,4062.0,499.0,1768.0,14628.0,1609.0,17616.0,72.0,0.0
Coamo Municipio, Puerto Rico,39796.0,26183.0,8496.0,39599.0,0.0,0.0,39.4,12657.0,19533.0,19110.0,10307.0,350.0,457.0,88300.0,705.0,10432,6237,1393,19197.0,48.23851643381244,4312.0,659.0,2119.0,12740.0,4130.0,19054.0,0.0,0.0
Dorado Municipio, Puerto Rico,37722.0,29639.0,4833.0,37209.0,47.0,0.0,39.5,15040.0,15089.0,29354.0,15495.0,573.0,694.0,143300.0,1179.0,7078,8043,2144,12475.0,33.0708870155347,2685.0,377.0,1332.0,9018.0,2359.0,12449.0,13.0,0.0
Luquillo Municipio, Puerto Rico,18952.0,11385.0,1705.0,18608.0,61.0,0.0,39.8,7759.0,7729.0,19377.0,10434.0,370.0,484.0,109200.0,785.0,4482,3142,607,8649.0,45.636344449134654,2032.0,101.0,873.0,4620.0,753.0,8601.0,30.0,0.0
Barranquitas Municipio, Puerto Rico,29237.0,25681.0,1264.0,29234.0,0.0,0.0,35.5,6808.0,16262.0,15694.0,7716.0,304.0,417.0,90600.0,762.0,6887,3716,817,17530.0,59.95827205253617,3898.0,293.0,2072.0,15615.0,677.0,17530.0,0.0,0.0
Orocovis Municipio, Puerto Rico,21906.0,18754.0,598.0,21841.0,0.0,0.0,37.9,6639.0,11021.0,14296.0,7326.0,267.0,367.0,89300.0,755.0,5619,2749,428,12276.0,56.039441248972885,2763.0,310.0,1201.0,10056.0,416.0,12230.0,0.0,0.0
San Lorenzo Municipio, Puerto Rico,38689.0,33650.0,2642.0,38658.0,22.0,0.0,40.2,12792.0,18745.0,18589.0,10497.0,368.0,483.0,111000.0,881.0,7888,6934,1348,17626.0,45.55816898860141,4169.0,605.0,1663.0,15337.0,944.0,17604.0,22.0,0.0
Añasco Municipio, Puerto Rico,27892.0,17202.0,845.0,27152.0,0.0,1.0,41.3,10318.0,12781.0,18765.0,9344.0,323.0,416.0,91200.0,739.0,6592,4437,651,12618.0,45.23877814427076,2750.0,294.0,1034.0,7536.0,426.0,12328.0,0.0,1.0
Ceiba Municipio, Puerto Rico,12238.0,7689.0,1135.0,12108.0,54.0,0.0,40.9,3991.0,6057.0,18998.0,11840.0,362.0,473.0,94000.0,711.0,2902,1781,386,5285.0,43.18516097401536,1267.0,101.0,532.0,3338.0,498.0,5263.0,8.0,0.0
Ciales Municipio, Puerto Rico,17325.0,16644.0,145.0,17235.0,0.0,0.0,40.5,4192.0,9868.0,14432.0,8049.0,281.0,372.0,93400.0,700.0,4042,2767,200,9970.0,57.54689754689755,2389.0,368.0,1076.0,9727.0,48.0,9952.0,0.0,0.0
Comerío Municipio, Puerto Rico,19914.0,15882.0,1633.0,19816.0,18.0,0.0,38.1,6657.0,9425.0,13523.0,7047.0,298.0,386.0,87800.0,692.0,5323,2389,339,11657.0,58.53670784372803,2383.0,324.0,1152.0,8975.0,1159.0,11595.0,18.0,0.0
Isabela Municipio, Puerto Rico,43314.0,30785.0,2155.0,42689.0,0.0,0.0,40.8,13456.0,22204.0,16333.0,8798.0,349.0,479.0,103100.0,736.0,9486,7119,1795,23262.0,53.705499376644966,5578.0,593.0,2394.0,15910.0,1299.0,22970.0,0.0,0.0
Jayuya Municipio, Puerto Rico,15297.0,12907.0,116.0,15278.0,4.0,0.0,36.3,4439.0,7872.0,15615.0,7179.0,281.0,384.0,90700.0,622.0,3877,1811,566,9065.0,59.25998561809505,1914.0,350.0,766.0,8019.0,77.0,9046.0,0.0,0.0
Lares Municipio, Puerto Rico,27321.0,19426.0,154.0,27196.0,0.0,0.0,41.1,9551.0,12965.0,12820.0,8212.0,297.0,397.0,86400.0,654.0,4849,4072,633,15252.0,55.82518941473592,4008.0,501.0,1340.0,10987.0,78.0,15216.0,0.0,0.0
Las Piedras Municipio, Puerto Rico,38253.0,18889.0,18256.0,38095.0,0.0,0.0,38.1,12855.0,18117.0,20587.0,10342.0,392.0,517.0,115600.0,871.0,8144,6318,1503,17358.0,45.37683318955376,4038.0,425.0,1500.0,8615.0,8129.0,17279.0,0.0,0.0
Río Grande Municipio, Puerto Rico,51768.0,27326.0,6878.0,51489.0,166.0,0.0,40.2,22257.0,20330.0,22584.0,10804.0,392.0,553.0,114300.0,854.0,12671,9428,1754,19441.0,37.55408746716118,3906.0,405.0,1879.0,9420.0,2653.0,19243.0,65.0,0.0
San Juan Municipio, Puerto Rico,355181.0,248912.0,44717.0,348910.0,1428.0,32.0,41.8,150920.0,144854.0,21677.0,18160.0,384.0,459.0,158000.0,1130.0,59787,82341,35540,147147.0,41.4287363344323,32358.0,3588.0,20874.0,94158.0,20688.0,145317.0,656.0,32.0
Vega Alta Municipio, Puerto Rico,38589.0,30550.0,4090.0,38054.0,103.0,0.0,37.8,12223.0,18642.0,18053.0,10492.0,381.0,498.0,118500.0,922.0,7517,5928,1766,19087.0,49.462281997460416,4184.0,483.0,1831.0,15091.0,2280.0,18848.0,0.0,0.0
Vega Baja Municipio, Puerto Rico,54754.0,48319.0,2431.0,52956.0,20.0,27.0,40.1,17098.0,27485.0,18900.0,10197.0,398.0,511.0,115100.0,841.0,7896,10162,2171,23835.0,43.53106622347226,5026.0,580.0,1944.0,21352.0,973.0,22840.0,20.0,1.0
Maricao Municipio, Puerto Rico,6180.0,3009.0,160.0,6168.0,0.0,0.0,42.7,1688.0,3367.0,13462.0,5943.0,185.0,284.0,92900.0,538.0,1540,550,111,4020.0,65.04854368932038,783.0,111.0,250.0,1783.0,63.0,4008.0,0.0,0.0
Aibonito Municipio, Puerto Rico,24008.0,19292.0,2000.0,23881.0,52.0,0.0,40.7,6521.0,13127.0,18387.0,10224.0,309.0,443.0,109300.0,780.0,6434,3563,901,11806.0,49.17527490836388,2764.0,362.0,1271.0,9076.0,1328.0,11786.0,34.0,0.0
Guayanilla Municipio, Puerto Rico,19578.0,15842.0,416.0,19485.0,61.0,0.0,40.3,5948.0,9761.0,14988.0,8347.0,254.0,342.0,82100.0,690.0,4152,3984,591,10869.0,55.51639595464297,2473.0,313.0,1148.0,8741.0,204.0,10818.0,44.0,0.0
Juncos Municipio, Puerto Rico,39704.0,22814.0,1850.0,39464.0,83.0,0.0,37.6,15523.0,16297.0,18533.0,9017.0,328.0,407.0,112800.0,796.0,8405,7538,1377,20219.0,50.9243401168648,4299.0,591.0,2035.0,11322.0,724.0,20057.0,0.0,0.0
Lajas Municipio, Puerto Rico,23893.0,11455.0,240.0,23864.0,0.0,0.0,43.4,6033.0,13843.0,13896.0,7229.0,293.0,417.0,91400.0,773.0,5053,3724,725,14454.0,60.494705562298584,3268.0,195.0,1256.0,6525.0,65.0,14425.0,0.0,0.0
Sabana Grande Municipio, Puerto Rico,23610.0,17384.0,704.0,23558.0,0.0,0.0,40.9,6915.0,12462.0,15736.0,9158.0,329.0,464.0,95800.0,664.0,6104,4099,561,11506.0,48.73358746293943,2478.0,360.0,1093.0,8272.0,327.0,11484.0,0.0,0.0
Adjuntas Municipio, Puerto Rico,18525.0,14396.0,120.0,18459.0,0.0,0.0,39.5,6292.0,8603.0,11680.0,7117.0,291.0,370.0,81700.0,750.0,3688,2596,424,11849.0,63.96221322537112,2715.0,238.0,1093.0,9230.0,84.0,11790.0,0.0,0.0
Camuy Municipio, Puerto Rico,32936.0,26089.0,652.0,32661.0,0.0,0.0,40.1,11084.0,15902.0,17579.0,9738.0,334.0,419.0,108300.0,744.0,6946,6129,1205,15927.0,48.35742045178528,3973.0,337.0,1461.0,11881.0,302.0,15784.0,0.0,0.0
Guánica Municipio, Puerto Rico,17327.0,12204.0,472.0,17239.0,0.0,0.0,41.4,4837.0,9198.0,12653.0,7207.0,309.0,410.0,87700.0,606.0,4775,2149,444,11288.0,65.14688059098516,2323.0,314.0,916.0,7678.0,251.0,11266.0,0.0,0.0
Hormigueros Municipio, Puerto Rico,16474.0,6122.0,486.0,16413.0,43.0,0.0,45.1,6276.0,7474.0,19674.0,11588.0,332.0,393.0,104700.0,746.0,3939,2922,581,6476.0,39.31042855408523,1458.0,90.0,767.0,1889.0,203.0,6441.0,0.0,0.0
Manatí Municipio, Puerto Rico,40705.0,34736.0,1574.0,40131.0,14.0,0.0,40.9,13188.0,19848.0,18191.0,10559.0,347.0,474.0,106600.0,821.0,8779,7946,1231,18707.0,45.95749907873726,4626.0,449.0,2447.0,15973.0,629.0,18388.0,0.0,0.0
Naguabo Municipio, Puerto Rico,26584.0,17040.0,1104.0,26464.0,121.0,0.0,37.0,8003.0,13196.0,18976.0,10016.0,343.0,430.0,91900.0,729.0,5922,4239,719,13071.0,49.168672885946435,2574.0,299.0,1047.0,8556.0,274.0,13028.0,52.0,0.0
Naranjito Municipio, Puerto Rico,29112.0,24364.0,1691.0,29024.0,0.0,0.0,38.7,9965.0,13618.0,18069.0,8996.0,402.0,478.0,94500.0,720.0,5938,4868,515,13748.0,47.22451222863424,2895.0,328.0,899.0,11470.0,974.0,13742.0,0.0,0.0
San Germán Municipio, Puerto Rico,32937.0,21930.0,772.0,32769.0,0.0,0.0,42.7,9212.0,17987.0,15036.0,9563.0,309.0,391.0,94800.0,747.0,7766,5267,1316,16701.0,50.70589306858548,3597.0,469.0,1569.0,10410.0,337.0,16665.0,0.0,0.0
Utuado Municipio, Puerto Rico,30209.0,21865.0,619.0,30047.0,294.0,0.0,41.7,9388.0,15307.0,15931.0,8140.0,291.0,386.0,93500.0,672.0,6698,4818,691,16000.0,52.96434837300142,3451.0,398.0,1368.0,11761.0,188.0,15961.0,294.0,0.0
Arecibo Municipio, Puerto Rico,89550.0,76382.0,3858.0,89124.0,715.0,0.0,41.4,27886.0,46183.0,17289.0,9954.0,309.0,403.0,96600.0,738.0,20655,16460,3298,43039.0,48.06141820212172,10109.0,872.0,4913.0,36983.0,1776.0,42762.0,433.0,0.0
Arroyo Municipio, Puerto Rico,18504.0,10730.0,3983.0,18471.0,0.0,0.0,38.7,4458.0,10358.0,15689.0,7639.0,325.0,467.0,87700.0,624.0,5226,2769,241,10487.0,56.674232598357115,2402.0,216.0,1196.0,6487.0,2184.0,10454.0,0.0,0.0
Cataño Municipio, Puerto Rico,25595.0,16298.0,2598.0,25413.0,110.0,0.0,39.1,10740.0,9882.0,18663.0,11627.0,282.0,397.0,125000.0,982.0,5506,4145,1015,12639.0,49.38073842547372,2960.0,206.0,1810.0,7725.0,1189.0,12596.0,0.0,0.0
Florida Municipio, Puerto Rico,12140.0,11056.0,229.0,12017.0,26.0,0.0,38.2,3752.0,6061.0,16919.0,7837.0,366.0,532.0,94500.0,700.0,3287,1764,83,6839.0,56.33443163097199,1703.0,324.0,681.0,6151.0,44.0,6716.0,26.0,0.0
Hatillo Municipio, Puerto Rico,40978.0,40074.0,258.0,40907.0,16.0,0.0,40.7,13344.0,20341.0,17770.0,10360.0,328.0,436.0,97500.0,774.0,6955,9262,1932,18522.0,45.19986334130509,4566.0,361.0,1810.0,18056.0,124.0,18451.0,16.0,0.0
Humacao Municipio, Puerto Rico,54736.0,31444.0,8483.0,53941.0,409.0,0.0,41.3,17162.0,27776.0,18735.0,11682.0,345.0,435.0,97300.0,780.0,12555,10591,2298,24820.0,45.34492838351359,5411.0,502.0,2721.0,13675.0,3568.0,24780.0,229.0,0.0
Juana Díaz Municipio, Puerto Rico,47952.0,21952.0,4180.0,47758.0,107.0,0.0,37.5,19387.0,18842.0,20228.0,10244.0,346.0,444.0,93300.0,773.0,11091,8872,1597,22662.0,47.25975975975976,5338.0,628.0,2501.0,10156.0,1790.0,22651.0,81.0,0.0
Morovis Municipio, Puerto Rico,31785.0,29782.0,420.0,31710.0,29.0,0.0,37.0,10736.0,14759.0,18739.0,8816.0,348.0,489.0,98000.0,722.0,5941,5216,725,15639.0,49.20245398773006,3475.0,310.0,1547.0,14615.0,145.0,15584.0,29.0,0.0
Mayagüez Municipio, Puerto Rico,79615.0,29400.0,3226.0,79076.0,34.0,1.0,39.9,27067.0,39958.0,14642.0,10656.0,329.0,410.0,99800.0,831.0,17038,11552,3814,40790.0,51.234063932676,8513.0,894.0,5032.0,12232.0,1281.0,40644.0,14.0,1.0
Santa Isabel Municipio, Puerto Rico,22475.0,12539.0,6295.0,22394.0,0.0,0.0,37.2,8105.0,9626.0,16816.0,10478.0,311.0,435.0,92800.0,778.0,5540,3626,1083,11045.0,49.143492769744164,2613.0,349.0,1300.0,5840.0,3248.0,11045.0,0.0,0.0
Trujillo Alto Municipio, Puerto Rico,69478.0,56303.0,6281.0,68984.0,0.0,11.0,39.3,29999.0,26502.0,31202.0,15703.0,416.0,544.0,152400.0,1102.0,12459,16869,5029,21009.0,30.238348829845417,4743.0,509.0,2589.0,16823.0,2280.0,20919.0,0.0,0.0
Quebradillas Municipio, Puerto Rico,24548.0,19559.0,1187.0,24294.0,27.0,0.0,39.3,7491.0,12528.0,16082.0,9287.0,327.0,449.0,109600.0,759.0,5774,4408,620,12679.0,51.6498289066319,2957.0,102.0,1345.0,10027.0,411.0,12644.0,0.0,0.0
Guayama Municipio, Puerto Rico,42623.0,31543.0,5593.0,42143.0,95.0,0.0,37.5,10331.0,24240.0,15296.0,9183.0,267.0,376.0,90800.0,729.0,11139,6736,1033,22269.0,52.24643971564648,5125.0,618.0,2634.0,16600.0,3060.0,22139.0,30.0,0.0
Moca Municipio, Puerto Rico,37676.0,27169.0,1232.0,37355.0,60.0,0.0,38.6,11771.0,18575.0,13413.0,7881.0,324.0,425.0,97300.0,815.0,8944,5003,1142,21615.0,57.3707399936299,5171.0,510.0,1983.0,15220.0,827.0,21424.0,60.0,0.0
Culebra Municipio, Puerto Rico,1494.0,743.0,74.0,1368.0,15.0,0.0,39.3,690.0,539.0,23355.0,11450.0,455.0,595.0,89600.0,1141.0,399,232,41,615.0,41.16465863453815,102.0,11.0,53.0,222.0,39.0,559.0,15.0,0.0
Gurabo Municipio, Puerto Rico,47074.0,30910.0,6114.0,46356.0,69.0,0.0,38.3,20890.0,16944.0,32625.0,16559.0,500.0,676.0,147500.0,1108.0,8597,10280,3528,14583.0,30.978884309810088,2867.0,214.0,1110.0,8297.0,2609.0,14359.0,69.0,0.0
Salinas Municipio, Puerto Rico,29239.0,16612.0,7888.0,29107.0,129.0,0.0,38.4,9234.0,14114.0,16246.0,8738.0,285.0,399.0,85900.0,684.0,8002,4237,804,15586.0,53.305516604535036,3806.0,690.0,1925.0,7966.0,4797.0,15534.0,47.0,0.0
Barceloneta Municipio, Puerto Rico,24583.0,21755.0,720.0,24529.0,90.0,0.0,38.7,6962.0,12842.0,17113.0,8762.0,375.0,478.0,101900.0,710.0,5946,4508,596,11936.0,48.55387869666029,2694.0,300.0,1249.0,10805.0,279.0,11908.0,0.0,0.0
Loíza Municipio, Puerto Rico,27242.0,6424.0,10042.0,27187.0,73.0,0.0,37.5,10549.0,11255.0,17273.0,8729.0,317.0,410.0,105200.0,766.0,7281,4163,473,14113.0,51.806034799207104,3197.0,341.0,1814.0,2930.0,5044.0,14100.0,14.0,0.0
Yauco Municipio, Puerto Rico,37585.0,30476.0,1299.0,37500.0,5.0,0.0,42.1,11842.0,19053.0,14451.0,8124.0,273.0,379.0,91500.0,759.0,9130,6529,1387,18800.0,50.01995476918984,3391.0,242.0,1293.0,14701.0,748.0,18761.0,5.0,0.0
Guaynabo Municipio, Puerto Rico,90773.0,70941.0,5198.0,89320.0,64.0,0.0,42.7,40690.0,35642.0,34060.0,24264.0,532.0,686.0,191200.0,1521.0,12266,23918,11967,24289.0,26.7579566611217,5363.0,845.0,2571.0,16759.0,1845.0,24168.0,25.0,0.0
Aguadilla Municipio, Puerto Rico,55722.0,39551.0,2052.0,54216.0,580.0,10.0,40.6,17969.0,27669.0,16821.0,10872.0,321.0,416.0,119700.0,831.0,11928,9443,2460,27928.0,50.12023976167402,7217.0,632.0,3606.0,19660.0,897.0,27449.0,405.0,10.0
Cabo Rojo Municipio, Puerto Rico,49726.0,23510.0,1070.0,49604.0,10.0,0.0,42.3,14358.0,26606.0,16461.0,9523.0,356.0,433.0,114100.0,785.0,9852,9745,2142,26021.0,52.32876161364276,5169.0,761.0,2025.0,11710.0,355.0,26021.0,10.0,0.0
Fajardo Municipio, Puerto Rico,33075.0,19135.0,3460.0,32651.0,149.0,0.0,40.7,14127.0,12643.0,18941.0,10900.0,374.0,483.0,102300.0,786.0,7822,6004,1096,14371.0,43.44973544973545,3392.0,386.0,1910.0,8634.0,1312.0,14280.0,14.0,0.0
Las Marías Municipio, Puerto Rico,8874.0,5750.0,66.0,8771.0,0.0,0.0,40.1,2366.0,4793.0,14404.0,7154.0,242.0,315.0,73100.0,738.0,2000,1039,149,5070.0,57.133198106828935,1051.0,169.0,277.0,3052.0,21.0,5034.0,0.0,0.0
Patillas Municipio, Puerto Rico,17769.0,7327.0,9990.0,17723.0,0.0,12.0,43.3,5037.0,9536.0,14512.0,8679.0,221.0,332.0,94800.0,692.0,4093,2638,470,10182.0,57.30204288367381,2064.0,163.0,760.0,4258.0,5721.0,10157.0,0.0,12.0
Rincón Municipio, Puerto Rico,14526.0,9619.0,171.0,13103.0,27.0,0.0,44.6,4961.0,7252.0,18292.0,10220.0,346.0,444.0,122200.0,844.0,3155,2982,591,7047.0,48.513011152416354,1377.0,233.0,470.0,4574.0,33.0,6691.0,4.0,0.0
Villalba Municipio, Puerto Rico,23659.0,12995.0,850.0,23593.0,10.0,0.0,37.6,9166.0,9833.0,19893.0,10449.0,306.0,392.0,93800.0,768.0,5631,3712,635,11740.0,49.621708440762504,2687.0,338.0,1212.0,6409.0,372.0,11719.0,10.0,0.0
Aguas Buenas Municipio, Puerto Rico,26855.0,20003.0,1965.0,26698.0,0.0,0.0,40.4,9374.0,12523.0,16733.0,10615.0,352.0,443.0,115000.0,846.0,6133,4015,598,12910.0,48.07298454663936,2844.0,268.0,1257.0,10059.0,988.0,12885.0,0.0,0.0
Bayamón Municipio, Puerto Rico,188614.0,123433.0,13644.0,186957.0,305.0,12.0,40.4,78792.0,77775.0,25528.0,14138.0,458.0,547.0,138200.0,959.0,35130,41412,10163,63445.0,33.63748184122069,15577.0,1475.0,9203.0,38235.0,4827.0,62859.0,141.0,12.0
Carolina Municipio, Puerto Rico,161684.0,88041.0,38617.0,159708.0,591.0,17.0,41.1,72655.0,61001.0,29082.0,16188.0,514.0,593.0,146400.0,1019.0,30610,38461,9912,46686.0,28.87484228495089,11632.0,1290.0,7381.0,22731.0,12855.0,46315.0,240.0,0.0
Cayey Municipio, Puerto Rico,45431.0,33610.0,2218.0,45210.0,50.0,0.0,41.0,16429.0,20730.0,20442.0,12594.0,360.0,455.0,119500.0,880.0,10223,8308,2039,19785.0,43.54955867139178,4801.0,629.0,2395.0,14325.0,999.0,19727.0,49.0,0.0
Monroe County, Alabama,21745.0,11973.0,9029.0,286.0,116.0,0.0,41.7,7845.0,9383.0,26036.0,17264.0,332.0,499.0,88000.0,953.0,7285,2251,764,7249.0,33.3363991722235,1357.0,150.0,668.0,2298.0,4747.0,238.0,3.0,0.0
Lawrence County, Alabama,33288.0,25978.0,3801.0,701.0,18.0,0.0,42.0,13459.0,13387.0,43779.0,22419.0,354.0,531.0,98700.0,994.0,9942,3493,709,5490.0,16.49242970439798,1262.0,67.0,595.0,4292.0,926.0,359.0,5.0,0.0
Lee County, Alabama,156597.0,109481.0,36139.0,5813.0,6000.0,12.0,31.0,76791.0,49825.0,47564.0,26170.0,635.0,818.0,157100.0,1236.0,23769,25692,13961,33132.0,21.15749343857162,4956.0,717.0,2993.0,20555.0,10325.0,990.0,1167.0,12.0
Marion County, Alabama,30058.0,28032.0,1003.0,741.0,96.0,0.0,44.1,12619.0,11782.0,35719.0,21835.0,304.0,517.0,87200.0,876.0,7790,3686,1094,5175.0,17.21671435225231,1224.0,203.0,562.0,4452.0,409.0,175.0,1.0,0.0
Pickens County, Alabama,20170.0,11305.0,8189.0,826.0,13.0,10.0,42.1,7861.0,8693.0,36220.0,20089.0,285.0,429.0,91800.0,990.0,5723,2315,431,4340.0,21.51710461080813,861.0,133.0,536.0,1202.0,2973.0,0.0,0.0,10.0
Sumter County, Alabama,13084.0,3235.0,9268.0,34.0,392.0,0.0,35.9,5038.0,5750.0,21663.0,14739.0,284.0,534.0,69500.0,887.0,3315,1453,630,4398.0,33.61357383063283,754.0,54.0,530.0,625.0,3751.0,0.0,0.0,0.0
Jefferson County, Alabama,659460.0,343449.0,280804.0,24692.0,10187.0,184.0,37.6,326235.0,198007.0,49321.0,29456.0,630.0,847.0,149000.0,1283.0,123344,123029,55817,113368.0,17.191035089315502,22862.0,1976.0,15664.0,33554.0,71144.0,8254.0,841.0,18.0
Choctaw County, Alabama,13188.0,7456.0,5583.0,71.0,8.0,0.0,45.8,4769.0,6081.0,32122.0,20994.0,351.0,521.0,69000.0,933.0,3901,1602,355,2903.0,22.012435547467394,624.0,66.0,402.0,864.0,2019.0,58.0,0.0,0.0
Franklin County, Alabama,31507.0,27055.0,1528.0,5146.0,117.0,32.0,37.7,13650.0,10947.0,39501.0,19314.0,381.0,596.0,87600.0,890.0,8455,3279,1056,7175.0,22.772717173961343,1401.0,267.0,741.0,5785.0,275.0,2067.0,110.0,0.0
Marengo County, Alabama,19743.0,8954.0,10689.0,88.0,0.0,0.0,42.1,7620.0,8202.0,32255.0,22996.0,349.0,552.0,88100.0,1060.0,5624,2399,774,5000.0,25.325431798612165,802.0,79.0,516.0,1186.0,3745.0,43.0,0.0,0.0
Russell County, Alabama,58480.0,29568.0,24946.0,3050.0,424.0,140.0,35.3,26620.0,18882.0,38988.0,21279.0,570.0,759.0,114700.0,1074.0,12933,7526,2444,12024.0,20.560875512995896,2224.0,274.0,1410.0,4698.0,6132.0,939.0,45.0,0.0
Cherokee County, Alabama,25855.0,24072.0,1287.0,409.0,50.0,0.0,46.1,10436.0,10951.0,40041.0,23010.0,362.0,596.0,116300.0,1116.0,7491,2739,1107,4104.0,15.873138657899826,967.0,39.0,421.0,3742.0,134.0,179.0,30.0,0.0
Covington County, Alabama,37519.0,31758.0,4937.0,586.0,158.0,8.0,43.4,16473.0,13796.0,39467.0,22431.0,381.0,589.0,96200.0,937.0,9660,5297,1359,6491.0,17.300567712359072,1363.0,134.0,744.0,4740.0,1621.0,106.0,5.0,3.0
Crenshaw County, Alabama,13866.0,9911.0,3271.0,253.0,194.0,0.0,41.4,6142.0,4981.0,38937.0,21580.0,329.0,532.0,76800.0,952.0,3843,1746,419,2399.0,17.301312563103995,486.0,23.0,309.0,1512.0,774.0,24.0,0.0,0.0
Dallas County, Alabama,40755.0,11497.0,28677.0,409.0,183.0,23.0,39.3,16791.0,15011.0,30065.0,18248.0,371.0,599.0,80800.0,947.0,10186,4663,1628,12795.0,31.39492086860508,2647.0,300.0,1863.0,1703.0,11035.0,68.0,0.0,0.0
Lauderdale County, Alabama,92590.0,80456.0,9316.0,2285.0,626.0,23.0,41.5,42727.0,33324.0,44888.0,25803.0,464.0,633.0,126800.0,1041.0,23007,12696,5520,14701.0,15.87752457068798,2778.0,246.0,1491.0,12100.0,2103.0,633.0,52.0,9.0
