County,State,Population,White Population,Black Population,Hispanic Population,Asian Population,Native Hawaiian or Pacific Islander,Median Age,Employed,Unemployed,Household Income,Per Capita Income,Avg Rent,Avg Rent plus Utilities,Median Home Value,Avg Monthly Cost of Home,High School,College,Advanced Degree,Poverty Count,Poverty Rate,Family Poverty,Male Family Poverty,Female Family Poverty,White Poverty,Black Poverty,Hispanic Poverty,Asian Poverty,Native Hawaiian or Pacific Islander Poverty
De Witt County, Illinois,16176.0,14604.0,76.0,414.0,19.0,27.0,42.8,8713.0,4377.0,55411.0,27866.0,413.0,562.0,98000.0,990.0,4327,2740,609,2108.0,13.031651829871414,462.0,108.0,178.0,1725.0,2.0,131.0,2.0,0.0
Fayette County, Illinois,21980.0,20496.0,1132.0,377.0,106.0,0.0,41.4,9515.0,8424.0,44541.0,21844.0,428.0,612.0,84000.0,899.0,6555,2688,527,3564.0,16.2147406733394,722.0,145.0,256.0,3388.0,80.0,0.0,12.0,0.0
Lee County, Illinois,34670.0,31494.0,1814.0,2041.0,235.0,52.0,42.7,16356.0,12238.0,58319.0,28179.0,527.0,695.0,116500.0,1130.0,8981,5291,1728,3699.0,10.669166426305162,583.0,48.0,301.0,3354.0,81.0,218.0,8.0,0.0
Logan County, Illinois,29488.0,26048.0,1998.0,1002.0,237.0,4.0,40.6,13371.0,11175.0,58271.0,26479.0,508.0,683.0,101300.0,999.0,7597,4819,1152,2327.0,7.891345632121541,385.0,58.0,174.0,2111.0,10.0,64.0,30.0,0.0
Macoupin County, Illinois,45960.0,44586.0,358.0,510.0,200.0,2.0,43.1,22866.0,14434.0,53890.0,27255.0,482.0,658.0,98400.0,1029.0,12731,6879,1994,5962.0,12.972149695387293,1186.0,91.0,682.0,5580.0,70.0,187.0,10.0,2.0
Richland County, Illinois,15953.0,15397.0,71.0,264.0,117.0,0.0,42.3,7719.0,5080.0,46454.0,25262.0,408.0,544.0,83200.0,887.0,3522,3198,659,2348.0,14.718234814768381,360.0,24.0,222.0,2293.0,39.0,67.0,13.0,0.0
Saline County, Illinois,24430.0,22658.0,841.0,423.0,176.0,1.0,42.0,10964.0,8747.0,40722.0,22725.0,371.0,584.0,70500.0,886.0,5324,4025,952,4920.0,20.139173147769135,1141.0,134.0,588.0,4421.0,256.0,176.0,8.0,0.0
Washington County, Illinois,14260.0,13798.0,75.0,200.0,63.0,9.0,43.0,7484.0,4002.0,54520.0,29687.0,463.0,640.0,108100.0,1118.0,3546,2727,672,1364.0,9.565217391304348,281.0,19.0,119.0,1215.0,15.0,80.0,1.0,0.0
Montgomery County, Illinois,29173.0,26832.0,1756.0,502.0,41.0,11.0,42.4,11413.0,12663.0,47807.0,23172.0,431.0,627.0,81000.0,924.0,8509,3744,1163,3916.0,13.423370925170534,819.0,141.0,374.0,3676.0,85.0,15.0,0.0,0.0
Whiteside County, Illinois,56823.0,53013.0,980.0,6691.0,326.0,54.0,42.9,28292.0,17227.0,51969.0,28188.0,515.0,673.0,102200.0,1042.0,14943,8310,2525,6207.0,10.92339369621456,1173.0,130.0,606.0,5608.0,246.0,988.0,11.0,0.0
Adams County, Illinois,66787.0,62209.0,2689.0,988.0,511.0,38.0,41.5,34142.0,19286.0,48454.0,27256.0,486.0,612.0,120200.0,1023.0,16336,10795,3962,8513.0,12.746492580891491,1697.0,238.0,918.0,7398.0,679.0,149.0,84.0,0.0
Clinton County, Illinois,37640.0,35288.0,1349.0,1163.0,230.0,0.0,40.4,19489.0,11093.0,64543.0,30382.0,568.0,783.0,142900.0,1300.0,8657,7244,1749,3200.0,8.501594048884165,618.0,38.0,350.0,2959.0,74.0,165.0,9.0,0.0
DeKalb County, Illinois,104473.0,88042.0,7766.0,11287.0,2523.0,0.0,30.7,57486.0,26518.0,58343.0,26511.0,758.0,887.0,166800.0,1577.0,16361,18291,7116,17944.0,17.175729614350118,2589.0,258.0,1530.0,12123.0,3012.0,3289.0,1036.0,0.0
Edwards County, Illinois,6570.0,6392.0,32.0,84.0,56.0,0.0,43.6,3340.0,1892.0,49632.0,26549.0,352.0,487.0,73500.0,822.0,1663,1310,171,746.0,11.354642313546423,173.0,12.0,108.0,708.0,9.0,56.0,0.0,0.0
Jasper County, Illinois,9608.0,9470.0,38.0,141.0,1.0,0.0,43.0,4738.0,2920.0,56523.0,25806.0,365.0,568.0,99000.0,1015.0,2650,1790,379,1167.0,12.146128226477934,223.0,27.0,59.0,1156.0,10.0,36.0,0.0,0.0
Jefferson County, Illinois,38358.0,33597.0,3277.0,928.0,439.0,0.0,40.9,17405.0,13273.0,46109.0,24617.0,442.0,623.0,92700.0,1045.0,8573,5774,1740,6733.0,17.553052818186558,1361.0,150.0,687.0,5549.0,791.0,273.0,0.0,0.0
Vermilion County, Illinois,79207.0,65453.0,11075.0,3836.0,691.0,22.0,40.2,34856.0,27516.0,44930.0,23416.0,484.0,657.0,75900.0,932.0,22453,11178,2339,15043.0,18.99200828209628,2919.0,308.0,1705.0,9670.0,4714.0,990.0,35.0,3.0
Will County, Illinois,687727.0,506111.0,77198.0,115453.0,36011.0,179.0,37.3,364910.0,165375.0,80782.0,33731.0,917.0,1112.0,216400.0,1867.0,123561,132335,53654,50149.0,7.291992316718698,9744.0,836.0,5177.0,29238.0,10474.0,15250.0,2053.0,17.0
Williamson County, Illinois,67477.0,61999.0,2778.0,1701.0,684.0,7.0,40.9,30878.0,23179.0,48600.0,26023.0,531.0,697.0,106400.0,1042.0,14710,11460,4401,9906.0,14.680557819701528,1896.0,190.0,1158.0,8462.0,622.0,382.0,106.0,7.0
Clark County, Illinois,15924.0,15443.0,52.0,239.0,83.0,0.0,43.0,8206.0,4502.0,52068.0,28495.0,425.0,669.0,87400.0,1019.0,4285,2725,622,2232.0,14.016578749058025,514.0,33.0,271.0,2188.0,15.0,11.0,0.0,0.0
Douglas County, Illinois,19830.0,19101.0,64.0,1427.0,148.0,13.0,37.9,9659.0,5740.0,52261.0,26284.0,510.0,674.0,102700.0,1059.0,4510,2936,645,2379.0,11.99697428139183,558.0,39.0,254.0,2197.0,33.0,289.0,0.0,0.0
Effingham County, Illinois,34164.0,33234.0,190.0,661.0,81.0,7.0,39.1,18030.0,8860.0,54655.0,29300.0,467.0,610.0,137300.0,1106.0,8606,6876,1477,3798.0,11.116965226554267,782.0,107.0,468.0,3494.0,50.0,77.0,35.0,0.0
Fulton County, Illinois,35733.0,33695.0,1352.0,1029.0,85.0,30.0,42.5,16291.0,13180.0,48599.0,24269.0,465.0,631.0,84800.0,961.0,8776,5828,1428,5146.0,14.401253743038648,996.0,152.0,533.0,5001.0,40.0,186.0,7.0,6.0
Greene County, Illinois,13311.0,12925.0,170.0,54.0,24.0,0.0,42.7,6277.0,4541.0,44502.0,22836.0,407.0,588.0,76900.0,941.0,4004,1665,298,2306.0,17.324017729697243,477.0,47.0,259.0,2256.0,1.0,36.0,0.0,0.0
Hamilton County, Illinois,8259.0,8193.0,49.0,23.0,10.0,0.0,43.6,3918.0,2714.0,47293.0,25945.0,365.0,581.0,91500.0,969.0,2193,1188,391,1134.0,13.730475844533236,216.0,26.0,74.0,1096.0,38.0,0.0,0.0,0.0
Hardin County, Illinois,4161.0,3909.0,157.0,74.0,3.0,0.0,46.8,1675.0,1853.0,39524.0,20025.0,252.0,352.0,63200.0,844.0,1104,639,67,676.0,16.246094688776736,97.0,2.0,30.0,623.0,2.0,55.0,0.0,0.0
Henry County, Illinois,49649.0,46509.0,878.0,2731.0,283.0,0.0,42.7,24153.0,15646.0,55755.0,28443.0,463.0,624.0,115800.0,1130.0,11870,9161,2333,6109.0,12.304376724606739,1228.0,100.0,604.0,5000.0,369.0,682.0,16.0,0.0
Johnson County, Illinois,12899.0,11302.0,1459.0,430.0,23.0,0.0,42.5,4520.0,6373.0,45743.0,20726.0,426.0,620.0,96600.0,1115.0,3094,1758,500,1472.0,11.411737343980153,302.0,43.0,81.0,1445.0,7.0,23.0,7.0,0.0
Knox County, Illinois,51374.0,44276.0,4569.0,2843.0,538.0,0.0,42.2,22805.0,19629.0,41972.0,23676.0,454.0,600.0,81700.0,926.0,13072,7911,2303,8541.0,16.625141121968312,1385.0,210.0,821.0,6234.0,1842.0,669.0,32.0,0.0
Lake County, Illinois,704476.0,552121.0,47970.0,148894.0,50460.0,401.0,38.0,381310.0,168455.0,82613.0,42388.0,983.0,1127.0,251400.0,2123.0,101913,146802,83502,58251.0,8.268699004650266,11654.0,1242.0,6109.0,38340.0,10697.0,22210.0,2891.0,44.0
Livingston County, Illinois,36812.0,34170.0,1499.0,1627.0,246.0,0.0,41.6,17047.0,12695.0,54339.0,27318.0,527.0,655.0,109500.0,1112.0,11412,4565,1387,4565.0,12.40084754971205,873.0,109.0,469.0,4140.0,71.0,333.0,126.0,0.0
Massac County, Illinois,14594.0,13253.0,889.0,393.0,26.0,0.0,43.8,6038.0,5681.0,42168.0,23434.0,467.0,714.0,82500.0,987.0,3672,2153,319,2635.0,18.055365218582978,575.0,90.0,299.0,2274.0,278.0,105.0,6.0,0.0
Scott County, Illinois,5109.0,5019.0,6.0,60.0,4.0,7.0,43.7,2576.0,1529.0,48542.0,26918.0,326.0,543.0,87500.0,959.0,1771,665,146,738.0,14.44509688784498,157.0,21.0,59.0,725.0,0.0,2.0,0.0,0.0
Tazewell County, Illinois,134695.0,129144.0,1663.0,3018.0,1299.0,26.0,40.8,67482.0,39600.0,60874.0,32082.0,575.0,719.0,137300.0,1185.0,30599,27053,7330,10556.0,7.836964994988678,2068.0,217.0,1159.0,9597.0,241.0,263.0,81.0,0.0
Cass County, Illinois,12880.0,11692.0,596.0,2417.0,41.0,43.0,40.2,6621.0,3499.0,50156.0,25451.0,414.0,597.0,76800.0,919.0,4094,1399,341,1666.0,12.934782608695652,338.0,20.0,178.0,1423.0,155.0,552.0,10.0,0.0
Warren County, Illinois,17429.0,15626.0,485.0,1611.0,404.0,0.0,39.1,8834.0,5221.0,47278.0,24840.0,435.0,589.0,83900.0,931.0,3966,3016,816,2238.0,12.840667852429858,419.0,37.0,182.0,1887.0,86.0,212.0,86.0,0.0
Monroe County, Indiana,144436.0,124980.0,4502.0,4799.0,9126.0,44.0,28.8,76722.0,47388.0,45689.0,26738.0,738.0,869.0,163900.0,1172.0,18358,25014,18076,31974.0,22.1371403251267,3346.0,255.0,2005.0,24986.0,1573.0,1125.0,3786.0,15.0
Fountain County, Indiana,16620.0,16223.0,60.0,402.0,17.0,0.0,43.0,7835.0,5457.0,46669.0,25383.0,458.0,633.0,93500.0,934.0,5088,2012,583,2047.0,12.316486161251504,404.0,36.0,202.0,1940.0,23.0,73.0,10.0,0.0
Elkhart County, Indiana,202924.0,177691.0,11148.0,31179.0,2091.0,135.0,35.4,100141.0,52193.0,52449.0,23817.0,623.0,747.0,130800.0,1032.0,48023,23973,8353,27452.0,13.528217460724212,5410.0,534.0,3010.0,20046.0,3914.0,7467.0,142.0,4.0
Starke County, Indiana,22966.0,22167.0,72.0,812.0,117.0,0.0,41.7,10535.0,7762.0,45526.0,22153.0,473.0,665.0,101600.0,945.0,6438,2764,599,3818.0,16.62457545937473,699.0,52.0,240.0,3606.0,15.0,196.0,0.0,0.0
Crawford County, Indiana,10598.0,10309.0,21.0,154.0,14.0,0.0,43.7,4439.0,4120.0,40067.0,19424.0,348.0,562.0,86700.0,887.0,3639,988,293,1851.0,17.46555953953576,370.0,35.0,122.0,1746.0,0.0,72.0,7.0,0.0
Cass County, Indiana,38248.0,31845.0,526.0,5567.0,603.0,43.0,40.5,18316.0,12159.0,45558.0,23592.0,474.0,640.0,84100.0,876.0,10744,4845,1131,5170.0,13.517046642961724,927.0,28.0,518.0,3615.0,108.0,1430.0,25.0,37.0
Greene County, Indiana,32431.0,31737.0,107.0,426.0,119.0,14.0,42.8,15221.0,10875.0,49648.0,24744.0,417.0,604.0,95900.0,997.0,9391,4620,1192,4114.0,12.685393604884215,784.0,54.0,326.0,4055.0,0.0,31.0,0.0,0.0
Marion County, Indiana,939964.0,588969.0,257736.0,94609.0,27173.0,425.0,34.3,490277.0,239888.0,44869.0,26284.0,671.0,836.0,123500.0,1123.0,180190,162282,64860,182317.0,19.396168363894787,31296.0,3599.0,19267.0,85201.0,70116.0,31887.0,5784.0,46.0
Wayne County, Indiana,66972.0,60305.0,3438.0,1892.0,664.0,0.0,41.1,31125.0,22773.0,41813.0,23895.0,496.0,665.0,96500.0,933.0,17731,8840,3436,11727.0,17.510302813115928,2339.0,142.0,1469.0,10009.0,970.0,584.0,20.0,0.0
Grant County, Indiana,67615.0,59505.0,5096.0,2802.0,578.0,0.0,39.9,31863.0,23217.0,42046.0,21024.0,509.0,676.0,87600.0,890.0,18467,8328,2978,11878.0,17.56710789026104,2484.0,218.0,1389.0,9322.0,1800.0,952.0,50.0,0.0
LaSalle County, Illinois,111151.0,103991.0,2777.0,10323.0,871.0,24.0,41.8,55486.0,34309.0,54693.0,27959.0,579.0,736.0,126100.0,1219.0,28702,16442,4729,14617.0,13.150578942159765,2914.0,375.0,1753.0,12821.0,777.0,2211.0,146.0,3.0
Clay County, Indiana,26375.0,25694.0,106.0,347.0,67.0,0.0,40.9,12922.0,7981.0,50924.0,24339.0,442.0,650.0,96000.0,980.0,8311,4102,998,3584.0,13.588625592417062,805.0,126.0,391.0,3420.0,22.0,14.0,0.0,0.0
Hendricks County, Indiana,158170.0,139497.0,9890.0,5737.0,4046.0,0.0,37.6,85347.0,36851.0,74245.0,33031.0,834.0,1026.0,171600.0,1346.0,29562,34411,12320,7832.0,4.95163431750648,1577.0,253.0,668.0,6320.0,556.0,677.0,528.0,0.0
Dubois County, Indiana,42379.0,39941.0,243.0,2996.0,269.0,0.0,40.2,22597.0,10570.0,57307.0,28302.0,451.0,586.0,146000.0,1087.0,11266,8004,1697,4150.0,9.792585950588736,857.0,184.0,339.0,2949.0,4.0,1390.0,204.0,0.0
Franklin County, Indiana,22835.0,22600.0,49.0,250.0,63.0,0.0,42.3,11632.0,6375.0,55588.0,26267.0,494.0,668.0,152200.0,1161.0,6700,3527,1051,2248.0,9.844536895117145,462.0,53.0,149.0,2247.0,0.0,108.0,0.0,0.0
Hancock County, Indiana,72776.0,69182.0,1365.0,1593.0,562.0,18.0,40.2,38950.0,18588.0,70973.0,31428.0,716.0,868.0,161800.0,1250.0,16279,14871,4879,5037.0,6.921237770693636,1058.0,143.0,536.0,4784.0,103.0,50.0,46.0,0.0
Jackson County, Indiana,43779.0,40264.0,472.0,2819.0,812.0,0.0,38.2,21446.0,12798.0,49080.0,23260.0,545.0,729.0,114600.0,1026.0,13163,5541,1581,6650.0,15.189931245574362,1342.0,158.0,629.0,5894.0,104.0,781.0,198.0,0.0
Howard County, Indiana,82457.0,72414.0,6016.0,2602.0,1041.0,33.0,41.5,39376.0,26604.0,47958.0,26294.0,533.0,678.0,101300.0,947.0,21525,12468,4131,13400.0,16.250894405568964,2913.0,334.0,1625.0,10198.0,2238.0,552.0,28.0,2.0
Ohio County, Indiana,5911.0,5747.0,77.0,58.0,20.0,0.0,46.8,3146.0,1729.0,58359.0,27715.0,535.0,716.0,142400.0,1181.0,2010,861,237,288.0,4.872272035188631,28.0,1.0,0.0,280.0,0.0,0.0,3.0,0.0
Owen County, Indiana,20957.0,20391.0,159.0,244.0,95.0,0.0,44.6,10091.0,6880.0,48315.0,24220.0,498.0,673.0,110200.0,1065.0,6528,2015,867,3230.0,15.41251133272892,546.0,70.0,287.0,3186.0,0.0,128.0,5.0,0.0
Parke County, Indiana,17062.0,16357.0,165.0,252.0,0.0,92.0,42.2,7185.0,6602.0,44643.0,21636.0,410.0,563.0,86700.0,898.0,5335,2159,461,2153.0,12.618684796624077,342.0,28.0,157.0,2048.0,0.0,112.0,0.0,0.0
Randolph County, Indiana,25203.0,24303.0,164.0,821.0,60.0,0.0,42.1,12125.0,7951.0,44985.0,23427.0,443.0,623.0,79500.0,879.0,7635,2776,1012,4209.0,16.700392810379718,822.0,89.0,391.0,4052.0,10.0,302.0,0.0,0.0
Whitley County, Indiana,33481.0,32330.0,146.0,638.0,171.0,0.0,41.0,17152.0,9447.0,57041.0,28073.0,462.0,645.0,131600.0,1068.0,9568,5163,1612,3117.0,9.309757773065321,653.0,64.0,434.0,2762.0,33.0,225.0,43.0,0.0
Benton County, Indiana,8685.0,8482.0,76.0,442.0,14.0,0.0,40.9,4307.0,2457.0,49183.0,23652.0,504.0,707.0,84900.0,925.0,2621,1183,236,1271.0,14.634427173287277,220.0,23.0,127.0,1255.0,4.0,59.0,0.0,0.0
Brown County, Indiana,15007.0,14537.0,80.0,243.0,119.0,0.0,49.3,7177.0,5468.0,59292.0,31365.0,680.0,886.0,174800.0,1299.0,3955,2298,1444,1566.0,10.435130272539482,264.0,43.0,122.0,1362.0,24.0,58.0,57.0,0.0
Clinton County, Indiana,32455.0,30811.0,296.0,4932.0,90.0,37.0,38.2,16100.0,8763.0,51659.0,23722.0,530.0,704.0,103700.0,1022.0,9721,3918,1040,4187.0,12.90093976274842,697.0,27.0,334.0,3765.0,132.0,1261.0,16.0,11.0
Putnam County, Indiana,37543.0,35200.0,1177.0,954.0,380.0,10.0,37.8,17160.0,13901.0,55295.0,23842.0,558.0,734.0,120300.0,1130.0,10889,4368,1611,3696.0,9.844711397597422,708.0,140.0,346.0,3527.0,2.0,98.0,8.0,0.0
Union County, Indiana,7225.0,6925.0,8.0,1.0,34.0,0.0,43.3,3569.0,2278.0,45531.0,22527.0,504.0,741.0,109900.0,976.0,2356,845,292,583.0,8.069204152249135,70.0,0.0,33.0,575.0,0.0,1.0,0.0,0.0
Washington County, Indiana,27807.0,27306.0,25.0,363.0,48.0,0.0,41.2,12869.0,9095.0,46861.0,23223.0,453.0,639.0,106200.0,987.0,8816,3096,878,3644.0,13.104613946128673,849.0,104.0,361.0,3592.0,0.0,151.0,0.0,0.0
Daviess County, Indiana,32777.0,31215.0,603.0,1562.0,68.0,11.0,34.6,15016.0,9197.0,48355.0,21794.0,457.0,641.0,115400.0,974.0,7319,4062,991,4184.0,12.765048662171644,717.0,87.0,315.0,3805.0,190.0,203.0,40.0,11.0
Dearborn County, Indiana,49564.0,48140.0,403.0,594.0,194.0,0.0,42.7,26142.0,13310.0,62905.0,30228.0,621.0,735.0,160800.0,1227.0,13826,8012,2524,4925.0,9.936647566782343,868.0,126.0,480.0,4699.0,30.0,55.0,0.0,0.0
Henry County, Indiana,48649.0,46212.0,1118.0,813.0,228.0,12.0,42.2,21580.0,18332.0,46131.0,23293.0,513.0,687.0,94800.0,968.0,15337,6479,1903,7253.0,14.90883676951222,1481.0,197.0,773.0,6813.0,114.0,138.0,55.0,0.0
Knox County, Indiana,37763.0,35557.0,1188.0,685.0,309.0,39.0,38.1,19395.0,11408.0,44837.0,23441.0,487.0,663.0,87200.0,923.0,8873,6737,1443,5512.0,14.596297963615179,1149.0,119.0,695.0,4852.0,207.0,264.0,139.0,23.0
Lawrence County, Indiana,45669.0,44113.0,148.0,721.0,191.0,21.0,42.6,21720.0,15037.0,49985.0,25036.0,493.0,674.0,109200.0,988.0,13709,6645,1953,5150.0,11.2767960761129,1234.0,123.0,652.0,4741.0,0.0,281.0,0.0,21.0
Madison County, Indiana,129641.0,113988.0,9926.0,4968.0,628.0,64.0,40.2,59966.0,44471.0,45432.0,23680.0,545.0,742.0,91900.0,974.0,35682,18550,5175,21454.0,16.548777007273934,4537.0,763.0,2242.0,17030.0,2669.0,1566.0,129.0,52.0
Perry County, Indiana,19229.0,18173.0,547.0,250.0,55.0,0.0,41.9,8529.0,7033.0,49689.0,23003.0,433.0,585.0,103000.0,920.0,6781,2288,948,2529.0,13.152009984918612,623.0,23.0,432.0,2301.0,66.0,77.0,0.0,0.0
Pike County, Indiana,12471.0,12120.0,119.0,67.0,127.0,0.0,43.9,6166.0,3835.0,50196.0,25648.0,405.0,634.0,89300.0,959.0,3820,1685,413,1300.0,10.424184107128537,189.0,8.0,75.0,1085.0,58.0,0.0,127.0,0.0
Pulaski County, Indiana,12761.0,12243.0,59.0,366.0,81.0,0.0,41.8,6074.0,4161.0,47633.0,24445.0,443.0,665.0,92600.0,957.0,4248,1246,318,1663.0,13.031894052190268,339.0,65.0,129.0,1573.0,0.0,54.0,53.0,0.0
Posey County, Indiana,25599.0,24809.0,390.0,284.0,111.0,0.0,42.5,12899.0,7726.0,60992.0,30763.0,503.0,698.0,138800.0,1075.0,6774,4404,1301,2398.0,9.36755342005547,466.0,43.0,230.0,2260.0,96.0,74.0,35.0,0.0
Steuben County, Indiana,34459.0,33515.0,82.0,1196.0,165.0,11.0,42.7,18046.0,10143.0,52749.0,26902.0,547.0,729.0,136300.0,1031.0,8941,5425,1779,3325.0,9.649148263153313,645.0,19.0,361.0,3186.0,6.0,53.0,8.0,0.0
Warren County, Indiana,8269.0,8100.0,39.0,127.0,1.0,0.0,44.6,4211.0,2438.0,58950.0,29312.0,482.0,763.0,112500.0,968.0,2638,1414,370,762.0,9.215140887652678,129.0,9.0,85.0,714.0,35.0,0.0,0.0,0.0
Vermillion County, Indiana,15644.0,15321.0,66.0,178.0,31.0,0.0,43.2,6794.0,5865.0,45440.0,23891.0,407.0,581.0,74600.0,854.0,5098,2094,437,2066.0,13.20634108923549,379.0,17.0,170.0,2033.0,21.0,35.0,0.0,0.0
Wells County, Indiana,27832.0,26887.0,227.0,769.0,142.0,0.0,39.8,14218.0,7506.0,53038.0,25850.0,505.0,662.0,121000.0,1014.0,7379,4732,1107,3011.0,10.818482322506467,568.0,46.0,278.0,2766.0,42.0,347.0,30.0,0.0
Floyd County, Indiana,76481.0,69030.0,4018.0,2360.0,837.0,0.0,39.9,40222.0,20568.0,59451.0,30663.0,609.0,767.0,159700.0,1238.0,16539,13723,5497,8104.0,10.596095762346204,1733.0,179.0,1078.0,5968.0,1507.0,701.0,48.0,0.0
Allen County, Indiana,367747.0,292318.0,42092.0,26546.0,12910.0,151.0,35.7,188356.0,93886.0,51091.0,26932.0,574.0,719.0,119400.0,1013.0,71905,67071,22525,53204.0,14.467555139810793,10086.0,1021.0,5925.0,30682.0,13835.0,6901.0,2942.0,101.0
Decatur County, Indiana,26480.0,25436.0,177.0,497.0,419.0,0.0,38.8,13650.0,7125.0,52270.0,25548.0,590.0,767.0,121800.0,1007.0,7870,3815,1220,2957.0,11.16691842900302,599.0,153.0,194.0,2882.0,11.0,44.0,11.0,0.0
Delaware County, Indiana,115938.0,102569.0,8463.0,2661.0,1563.0,115.0,35.4,57751.0,38956.0,41208.0,23271.0,542.0,708.0,88600.0,902.0,25488,16235,7196,23018.0,19.85371491659335,3458.0,329.0,2223.0,18364.0,2842.0,693.0,632.0,0.0
Miami County, Indiana,36035.0,32758.0,1833.0,1066.0,203.0,28.0,39.9,16669.0,12532.0,46666.0,22890.0,496.0,706.0,85500.0,920.0,10512,4068,1193,5363.0,14.882752879145276,935.0,116.0,508.0,4779.0,382.0,403.0,8.0,4.0
Jefferson County, Indiana,32293.0,30784.0,662.0,846.0,263.0,0.0,40.6,15544.0,11053.0,50722.0,25429.0,557.0,723.0,120000.0,996.0,9039,4220,1527,4055.0,12.556900876350912,897.0,195.0,436.0,3921.0,33.0,300.0,75.0,0.0
Jennings County, Indiana,27840.0,27040.0,380.0,645.0,123.0,0.0,39.6,13859.0,8297.0,48362.0,22901.0,521.0,735.0,99900.0,1017.0,8827,2842,624,3815.0,13.70330459770115,752.0,120.0,290.0,3574.0,161.0,129.0,26.0,0.0
Johnson County, Indiana,149359.0,137508.0,3517.0,5175.0,4221.0,16.0,37.3,78286.0,37606.0,65272.0,31101.0,727.0,896.0,149700.0,1212.0,31853,29247,9976,13820.0,9.252873948004472,2826.0,273.0,1589.0,12870.0,537.0,1258.0,121.0,16.0
Morgan County, Indiana,69533.0,67705.0,275.0,1020.0,475.0,0.0,41.5,35440.0,19962.0,60317.0,27402.0,611.0,784.0,147200.0,1182.0,20127,10035,2548,8073.0,11.610314526915278,1543.0,116.0,903.0,7233.0,138.0,296.0,83.0,0.0
Gibson County, Indiana,33596.0,31920.0,688.0,505.0,103.0,0.0,40.5,16810.0,9849.0,51149.0,27342.0,478.0,671.0,105700.0,976.0,9400,5446,1261,3497.0,10.408977259197524,669.0,98.0,306.0,3255.0,43.0,38.0,13.0,0.0
Newton County, Indiana,14056.0,13437.0,18.0,859.0,84.0,0.0,42.5,6793.0,4622.0,52193.0,24315.0,513.0,715.0,112500.0,998.0,4596,1618,337,1932.0,13.745019920318725,336.0,16.0,183.0,1759.0,6.0,208.0,49.0,0.0
Orange County, Indiana,19623.0,18965.0,254.0,280.0,104.0,0.0,41.3,8844.0,6730.0,42803.0,22715.0,423.0,589.0,90400.0,936.0,6324,1767,630,2892.0,14.737807674667483,603.0,65.0,318.0,2743.0,90.0,98.0,7.0,0.0
St. Joseph County, Indiana,268613.0,212328.0,34814.0,22423.0,5822.0,273.0,36.5,134450.0,76908.0,48121.0,25893.0,613.0,743.0,118600.0,1011.0,55287,43914,19237,44003.0,16.38156008830548,8073.0,841.0,4809.0,26329.0,12145.0,5790.0,1280.0,0.0
Kosciusko County, Indiana,78720.0,73942.0,637.0,6201.0,819.0,12.0,38.0,40112.0,21537.0,57190.0,27884.0,580.0,733.0,142700.0,1068.0,19018,11482,4056,8600.0,10.924796747967479,1740.0,125.0,955.0,7872.0,187.0,1448.0,121.0,0.0
Marshall County, Indiana,46752.0,43191.0,331.0,4517.0,227.0,0.0,39.8,22914.0,13250.0,51869.0,24289.0,537.0,681.0,130100.0,1045.0,12438,6431,2271,5302.0,11.34069130732375,1025.0,161.0,508.0,4919.0,92.0,851.0,7.0,0.0
Switzerland County, Indiana,10617.0,10257.0,87.0,148.0,50.0,0.0,40.0,4689.0,3552.0,43468.0,21511.0,524.0,763.0,114300.0,997.0,3587,968,172,2065.0,19.44993877743242,468.0,65.0,187.0,1950.0,0.0,9.0,17.0,0.0
Vanderburgh County, Indiana,181831.0,155761.0,16632.0,4621.0,2246.0,261.0,37.9,91446.0,54807.0,44815.0,26917.0,572.0,751.0,121200.0,1050.0,41169,31519,11574,31506.0,17.327078440969913,5866.0,699.0,3512.0,23300.0,5832.0,1830.0,308.0,97.0
Blackford County, Indiana,12214.0,11901.0,29.0,184.0,55.0,0.0,43.7,5635.0,4278.0,40622.0,22328.0,429.0,614.0,68500.0,843.0,4350,1202,454,1534.0,12.559358113640085,311.0,22.0,156.0,1499.0,0.0,0.0,0.0,0.0
Carroll County, Indiana,19994.0,19264.0,108.0,780.0,26.0,4.0,42.3,10011.0,5997.0,56188.0,26589.0,511.0,680.0,124100.0,1001.0,5911,2739,730,2015.0,10.078023407022107,406.0,49.0,170.0,1856.0,10.0,121.0,0.0,0.0
Scott County, Indiana,23722.0,23142.0,76.0,495.0,95.0,0.0,40.7,10915.0,7948.0,49243.0,24186.0,542.0,769.0,98800.0,996.0,6955,2747,821,3198.0,13.481156732147374,606.0,96.0,264.0,2993.0,36.0,160.0,0.0,0.0
Harrison County, Indiana,39450.0,38168.0,94.0,677.0,143.0,0.0,42.7,19034.0,12548.0,53897.0,25993.0,522.0,696.0,136400.0,1061.0,11834,5119,1689,5005.0,12.686945500633714,964.0,117.0,491.0,4749.0,14.0,227.0,0.0,0.0
Huntington County, Indiana,36520.0,35247.0,318.0,800.0,300.0,0.0,40.3,19006.0,10419.0,50063.0,24222.0,530.0,690.0,102700.0,941.0,11003,5084,1742,4057.0,11.108981380065718,748.0,34.0,275.0,3770.0,24.0,260.0,31.0,0.0
LaPorte County, Indiana,110839.0,92156.0,12230.0,6935.0,646.0,38.0,40.2,51320.0,38197.0,49921.0,25004.0,594.0,729.0,126700.0,1036.0,30569,15900,4827,16924.0,15.268993765732278,3447.0,466.0,1992.0,11473.0,3834.0,1649.0,69.0,25.0
