County,State,Population,White Population,Black Population,Hispanic Population,Asian Population,Native Hawaiian or Pacific Islander,Median Age,Employed,Unemployed,Household Income,Per Capita Income,Avg Rent,Avg Rent plus Utilities,Median Home Value,Avg Monthly Cost of Home,High School,College,Advanced Degree,Poverty Count,Poverty Rate,Family Poverty,Male Family Poverty,Female Family Poverty,White Poverty,Black Poverty,Hispanic Poverty,Asian Poverty,Native Hawaiian or Pacific Islander Poverty
Crittenden County, Arkansas,49511.0,22338.0,25110.0,1151.0,324.0,75.0,34.7,22429.0,14654.0,39407.0,20133.0,505.0,697.0,102800.0,1020.0,11443,5694,1713,11991.0,24.21886045525237,2330.0,166.0,1798.0,2245.0,9115.0,321.0,21.0,0.0
Cross County, Arkansas,17329.0,12940.0,4033.0,322.0,52.0,0.0,40.3,7655.0,5993.0,39306.0,20692.0,451.0,647.0,83900.0,960.0,5332,1515,665,3364.0,19.412545444053322,692.0,6.0,375.0,2180.0,1080.0,8.0,8.0,0.0
Dallas County, Arkansas,7738.0,4256.0,3179.0,229.0,138.0,0.0,43.4,3211.0,2961.0,35745.0,17803.0,364.0,608.0,61000.0,797.0,2705,748,182,1054.0,13.621090721116568,216.0,35.0,66.0,549.0,485.0,115.0,0.0,0.0
Desha County, Arkansas,12234.0,5993.0,5837.0,642.0,14.0,0.0,39.3,5077.0,4510.0,26519.0,17324.0,329.0,538.0,58800.0,787.0,3326,1052,330,3859.0,31.543240150400525,882.0,47.0,599.0,893.0,2820.0,442.0,0.0,0.0
Drew County, Arkansas,18688.0,12728.0,5369.0,551.0,23.0,0.0,36.8,8492.0,6611.0,33092.0,18373.0,438.0,626.0,94200.0,922.0,4465,2143,725,4851.0,25.957833904109588,918.0,36.0,562.0,2015.0,2662.0,251.0,3.0,0.0
Faulkner County, Arkansas,120417.0,100659.0,13464.0,4754.0,1498.0,170.0,31.9,60863.0,34043.0,50872.0,24809.0,592.0,754.0,149900.0,1160.0,22949,18914,7759,18590.0,15.438019548734813,3012.0,379.0,1425.0,13431.0,3284.0,1413.0,197.0,142.0
Franklin County, Arkansas,17799.0,16789.0,164.0,501.0,64.0,26.0,41.0,7224.0,6844.0,39482.0,19811.0,429.0,589.0,94000.0,817.0,5099,1940,442,3684.0,20.697792010787122,633.0,73.0,220.0,3596.0,37.0,194.0,2.0,0.0
Fulton County, Arkansas,12186.0,11760.0,9.0,158.0,18.0,0.0,48.2,4644.0,5351.0,35593.0,19082.0,323.0,488.0,88500.0,908.0,3717,1137,378,2769.0,22.722796651895617,556.0,41.0,225.0,2623.0,4.0,43.0,18.0,0.0
Garland County, Arkansas,97119.0,83060.0,7959.0,5064.0,691.0,9.0,44.1,43978.0,35370.0,40011.0,24602.0,536.0,713.0,133700.0,1017.0,22294,14839,5229,19639.0,20.22158383014652,3610.0,435.0,1811.0,14385.0,3443.0,1691.0,222.0,0.0
Grant County, Arkansas,18046.0,16935.0,788.0,168.0,33.0,2.0,39.3,8365.0,6047.0,49195.0,24696.0,516.0,700.0,117800.0,971.0,5264,2513,836,2318.0,12.844951789870331,518.0,56.0,234.0,2050.0,214.0,59.0,0.0,0.0
Greene County, Arkansas,43745.0,41969.0,411.0,1144.0,59.0,20.0,38.2,19932.0,14341.0,42755.0,21643.0,502.0,685.0,105300.0,961.0,12787,4705,1508,7621.0,17.421419590810377,1458.0,95.0,845.0,7291.0,34.0,204.0,32.0,20.0
Hempstead County, Arkansas,22208.0,13986.0,6737.0,2782.0,1.0,0.0,38.5,9397.0,7638.0,34072.0,17813.0,371.0,597.0,76300.0,922.0,5896,2326,691,5861.0,26.391390489913544,1056.0,177.0,507.0,3086.0,2023.0,1776.0,0.0,0.0
Hot Spring County, Arkansas,33440.0,28677.0,3770.0,1093.0,85.0,0.0,40.9,14473.0,12576.0,42589.0,20522.0,447.0,654.0,85600.0,932.0,9951,4026,1145,5347.0,15.989832535885167,1124.0,74.0,625.0,4186.0,1018.0,216.0,0.0,0.0
Howard County, Arkansas,13487.0,9094.0,2839.0,1538.0,21.0,0.0,38.6,5947.0,4420.0,34672.0,22587.0,378.0,546.0,90100.0,871.0,3142,1488,482,2605.0,19.314895825609845,578.0,37.0,401.0,1230.0,896.0,486.0,2.0,0.0
Independence County, Arkansas,37030.0,34268.0,722.0,2221.0,318.0,5.0,39.2,16777.0,12463.0,37592.0,22035.0,402.0,582.0,99900.0,972.0,9745,4605,1591,6891.0,18.60923575479341,1434.0,279.0,696.0,6372.0,209.0,542.0,39.0,0.0
Izard County, Arkansas,13461.0,13044.0,166.0,254.0,21.0,0.0,48.1,5099.0,6185.0,35188.0,18964.0,352.0,564.0,77600.0,820.0,4116,1730,402,2775.0,20.615110318698463,593.0,47.0,153.0,2735.0,8.0,89.0,0.0,0.0
Jackson County, Arkansas,17495.0,13874.0,2997.0,469.0,25.0,0.0,40.8,5911.0,8435.0,31245.0,18316.0,370.0,550.0,63600.0,736.0,5465,1535,320,3866.0,22.097742212060588,807.0,109.0,423.0,2632.0,951.0,118.0,0.0,0.0
Jefferson County, Arkansas,72385.0,29613.0,40617.0,1369.0,579.0,0.0,38.7,30152.0,27177.0,36377.0,19691.0,479.0,681.0,81900.0,908.0,18951,8129,2780,16959.0,23.42888720038682,3365.0,303.0,2126.0,4085.0,12583.0,245.0,15.0,0.0
Johnson County, Arkansas,26025.0,24004.0,460.0,3474.0,363.0,13.0,38.0,10996.0,9345.0,34031.0,18871.0,433.0,600.0,90100.0,800.0,7577,2425,905,5418.0,20.818443804034583,1066.0,55.0,464.0,5024.0,70.0,1478.0,26.0,0.0
Lafayette County, Arkansas,7127.0,4291.0,2763.0,71.0,31.0,0.0,45.3,2840.0,3001.0,29882.0,24171.0,260.0,428.0,63300.0,862.0,2242,906,143,1830.0,25.67700294654132,409.0,59.0,254.0,624.0,1182.0,0.0,0.0,0.0
Lawrence County, Arkansas,16915.0,16436.0,122.0,209.0,14.0,0.0,41.8,7116.0,6477.0,33381.0,18010.0,339.0,526.0,69700.0,797.0,4916,1667,565,3840.0,22.70174401418859,785.0,144.0,285.0,3742.0,3.0,61.0,5.0,0.0
Lee County, Arkansas,9781.0,4090.0,5615.0,144.0,6.0,0.0,40.9,3345.0,4784.0,25724.0,14292.0,318.0,524.0,64600.0,798.0,2789,684,198,2447.0,25.017891831101114,484.0,27.0,266.0,477.0,1948.0,40.0,0.0,0.0
Lincoln County, Arkansas,13935.0,9275.0,4337.0,501.0,0.0,0.0,37.6,3729.0,7989.0,32369.0,12610.0,333.0,563.0,65000.0,793.0,5164,1027,216,2158.0,15.486185862935056,566.0,127.0,200.0,1467.0,675.0,84.0,0.0,0.0
Little River County, Arkansas,12616.0,9285.0,2644.0,404.0,0.0,0.0,41.6,5116.0,4954.0,35396.0,20237.0,331.0,537.0,73700.0,846.0,3695,1293,195,2384.0,18.896639188332276,423.0,13.0,296.0,1650.0,448.0,259.0,0.0,0.0
Logan County, Arkansas,21935.0,20421.0,381.0,593.0,479.0,0.0,42.8,9241.0,8408.0,36463.0,20340.0,373.0,580.0,87400.0,817.0,6940,2411,469,4071.0,18.55937998632323,811.0,70.0,384.0,3388.0,269.0,248.0,160.0,0.0
Lonoke County, Arkansas,71279.0,63610.0,4201.0,2895.0,537.0,84.0,35.8,35389.0,19050.0,56156.0,24501.0,554.0,738.0,131700.0,1097.0,16153,10405,2675,8535.0,11.974073710349472,1696.0,119.0,786.0,7108.0,1054.0,248.0,26.0,0.0
Madison County, Arkansas,15761.0,14951.0,110.0,827.0,66.0,0.0,42.3,7025.0,5534.0,39839.0,22637.0,458.0,627.0,100100.0,928.0,5211,1324,417,2823.0,17.911300044413426,708.0,68.0,260.0,2578.0,9.0,262.0,54.0,0.0
Marion County, Arkansas,16404.0,15848.0,59.0,344.0,54.0,0.0,51.5,6060.0,7782.0,33726.0,18706.0,420.0,554.0,109700.0,829.0,4979,2023,662,3220.0,19.629358693001706,621.0,63.0,251.0,3051.0,38.0,175.0,0.0,0.0
Miller County, Arkansas,43666.0,31082.0,10991.0,1266.0,57.0,31.0,37.6,20346.0,13935.0,39955.0,21217.0,521.0,693.0,99600.0,996.0,11808,4401,1386,8749.0,20.036183758530665,1839.0,118.0,1304.0,4478.0,3781.0,251.0,3.0,23.0
Mississippi County, Arkansas,44199.0,27013.0,15404.0,1725.0,91.0,33.0,35.9,19452.0,14284.0,35003.0,19159.0,403.0,621.0,80700.0,879.0,10806,4293,1328,11057.0,25.016403086042672,2290.0,191.0,1628.0,4863.0,5768.0,517.0,6.0,0.0
Monroe County, Arkansas,7542.0,4226.0,3081.0,181.0,31.0,0.0,45.5,3423.0,2767.0,31541.0,19849.0,307.0,500.0,56400.0,820.0,2271,568,118,2139.0,28.361177406523467,370.0,14.0,218.0,921.0,1139.0,36.0,0.0,0.0
Montgomery County, Arkansas,9100.0,8434.0,53.0,355.0,82.0,0.0,49.2,3508.0,3985.0,35103.0,20375.0,335.0,553.0,88200.0,852.0,2449,1030,349,1677.0,18.428571428571427,332.0,27.0,106.0,1462.0,0.0,161.0,20.0,0.0
Nevada County, Arkansas,8668.0,5547.0,2945.0,26.0,114.0,0.0,44.0,3441.0,3477.0,30750.0,17595.0,365.0,675.0,65300.0,823.0,2770,894,308,2615.0,30.168435625288417,522.0,35.0,266.0,1448.0,1136.0,4.0,22.0,0.0
Newton County, Arkansas,7988.0,7631.0,0.0,86.0,39.0,0.0,47.9,3224.0,3345.0,33176.0,17790.0,314.0,394.0,84800.0,877.0,2462,797,331,1713.0,21.44466700050075,327.0,0.0,48.0,1552.0,0.0,21.0,39.0,0.0
Ouachita County, Arkansas,24728.0,14168.0,10072.0,494.0,16.0,0.0,42.8,11048.0,8682.0,31233.0,20033.0,325.0,546.0,66900.0,855.0,7503,3078,1047,5970.0,24.14267227434487,1405.0,172.0,922.0,2053.0,3813.0,226.0,0.0,0.0
Perry County, Arkansas,10246.0,9547.0,275.0,243.0,11.0,0.0,43.7,4320.0,3942.0,45819.0,22474.0,418.0,653.0,84500.0,990.0,3139,1041,233,1804.0,17.60687097403865,300.0,36.0,55.0,1624.0,38.0,50.0,11.0,0.0
Phillips County, Arkansas,19929.0,7245.0,12410.0,332.0,23.0,0.0,37.3,8086.0,7086.0,26829.0,16684.0,347.0,585.0,62900.0,875.0,4211,1892,584,6588.0,33.05735360529881,1250.0,79.0,923.0,562.0,5891.0,10.0,0.0,0.0
Pike County, Arkansas,11017.0,9816.0,334.0,727.0,77.0,0.0,41.4,4813.0,3963.0,34519.0,19686.0,324.0,511.0,77300.0,792.0,2816,1178,489,1997.0,18.12653172369974,392.0,49.0,153.0,1563.0,118.0,280.0,0.0,0.0
Poinsett County, Arkansas,24131.0,21558.0,1448.0,665.0,28.0,0.0,39.9,9906.0,9129.0,35163.0,17710.0,344.0,537.0,77900.0,839.0,7145,1979,494,5238.0,21.70651858605114,1026.0,79.0,536.0,4245.0,638.0,384.0,28.0,0.0
Polk County, Arkansas,20290.0,18788.0,77.0,1278.0,78.0,0.0,44.1,7878.0,8190.0,33202.0,18097.0,393.0,529.0,83900.0,844.0,5425,2340,610,5069.0,24.982750123213407,1009.0,123.0,478.0,4427.0,0.0,410.0,45.0,0.0
Pope County, Arkansas,63107.0,57527.0,1888.0,5175.0,638.0,0.0,34.9,29547.0,20689.0,40534.0,20912.0,507.0,667.0,120900.0,945.0,13932,7452,3024,11620.0,18.413171280523557,2085.0,188.0,896.0,10543.0,441.0,1677.0,106.0,0.0
Prairie County, Arkansas,8334.0,7103.0,1114.0,34.0,2.0,0.0,45.4,3735.0,3094.0,37500.0,21035.0,326.0,504.0,67100.0,823.0,2649,878,226,1617.0,19.402447804175665,421.0,46.0,236.0,1244.0,343.0,1.0,0.0,0.0
Pulaski County, Arkansas,391806.0,226711.0,140671.0,23294.0,8419.0,99.0,36.5,195813.0,112842.0,47101.0,28421.0,626.0,794.0,144000.0,1195.0,73874,71015,32052,69467.0,17.7299479844617,11988.0,1286.0,7354.0,25884.0,38504.0,7253.0,952.0,0.0
Randolph County, Arkansas,17584.0,16981.0,184.0,312.0,8.0,0.0,42.9,7221.0,6778.0,36318.0,20059.0,352.0,550.0,79000.0,813.0,4794,2120,620,3357.0,19.091219290263876,679.0,139.0,291.0,3272.0,48.0,102.0,0.0,0.0
St. Francis County, Arkansas,27023.0,11497.0,14335.0,1260.0,84.0,14.0,38.0,10230.0,11376.0,35066.0,16540.0,408.0,584.0,62700.0,839.0,7504,2420,773,5761.0,21.318876512600376,1108.0,139.0,526.0,1498.0,4138.0,104.0,0.0,0.0
Saline County, Arkansas,115577.0,104154.0,6989.0,4895.0,1184.0,62.0,39.2,57922.0,33347.0,57632.0,26963.0,602.0,796.0,143900.0,1157.0,27330,18713,6701,9706.0,8.397864627045173,1700.0,296.0,722.0,8086.0,784.0,1083.0,192.0,0.0
Scott County, Arkansas,10661.0,9590.0,14.0,786.0,328.0,0.0,42.0,4773.0,3630.0,37861.0,17934.0,331.0,506.0,77700.0,768.0,2901,853,350,2204.0,20.673482787730983,456.0,51.0,228.0,2039.0,0.0,179.0,9.0,0.0
Searcy County, Arkansas,7938.0,7489.0,34.0,107.0,94.0,0.0,47.5,3153.0,3316.0,35542.0,20618.0,320.0,470.0,82800.0,795.0,2513,994,320,1619.0,20.395565633660873,352.0,10.0,106.0,1588.0,8.0,0.0,5.0,0.0
Sebastian County, Arkansas,127351.0,101395.0,8397.0,17041.0,5556.0,75.0,37.1,58322.0,41313.0,40023.0,23383.0,489.0,640.0,114800.0,965.0,28033,17467,5007,27745.0,21.78624431688797,5464.0,453.0,2828.0,19768.0,3641.0,6518.0,676.0,42.0
Sevier County, Arkansas,17193.0,11237.0,858.0,5560.0,82.0,4.0,35.2,7875.0,4900.0,38956.0,17458.0,360.0,530.0,70400.0,790.0,3892,1143,383,3804.0,22.125283545629035,756.0,31.0,383.0,1910.0,149.0,2064.0,8.0,0.0
Sharp County, Arkansas,17027.0,16294.0,55.0,355.0,97.0,0.0,47.9,6431.0,7422.0,31068.0,19404.0,413.0,601.0,76700.0,746.0,5442,1755,473,3711.0,21.794796499676984,719.0,54.0,333.0,3551.0,11.0,96.0,33.0,0.0
Stone County, Arkansas,12503.0,12080.0,10.0,213.0,26.0,0.0,49.1,4741.0,5547.0,30486.0,19616.0,315.0,557.0,104800.0,960.0,3552,1393,594,2925.0,23.394385347516597,502.0,47.0,165.0,2790.0,0.0,53.0,0.0,0.0
Autauga County, Alabama,55049.0,42311.0,10196.0,1416.0,444.0,31.0,37.8,26008.0,16704.0,53099.0,26168.0,731.0,896.0,141000.0,1145.0,12975,7807,3764,6697.0,12.165525259314428,1380.0,46.0,904.0,3906.0,2603.0,161.0,61.0,0.0
Baldwin County, Alabama,199510.0,172441.0,18594.0,8712.0,1338.0,0.0,42.3,93872.0,66429.0,51365.0,28069.0,712.0,889.0,173400.0,1325.0,41193,40264,14294,25551.0,12.806876848278282,4690.0,480.0,2076.0,18309.0,5371.0,987.0,633.0,0.0
Barbour County, Alabama,26614.0,12430.0,12756.0,1147.0,129.0,0.0,38.7,10316.0,11160.0,33956.0,17249.0,379.0,588.0,90300.0,902.0,6748,2941,935,6235.0,23.427519350717667,1191.0,60.0,841.0,1281.0,4546.0,484.0,0.0,0.0
Bibb County, Alabama,22572.0,17370.0,4788.0,502.0,14.0,0.0,40.2,9002.0,9494.0,39776.0,18988.0,430.0,654.0,97200.0,1038.0,6823,1882,919,3390.0,15.018607123870282,618.0,63.0,326.0,2469.0,902.0,107.0,0.0,0.0
Blount County, Alabama,57704.0,55073.0,905.0,5036.0,92.0,0.0,40.8,22969.0,23038.0,46212.0,21033.0,432.0,631.0,124200.0,1075.0,13708,8089,1629,9441.0,16.361084153611536,1880.0,161.0,774.0,8997.0,70.0,2020.0,31.0,0.0
Bullock County, Alabama,10552.0,2301.0,7967.0,13.0,84.0,0.0,39.2,4812.0,3735.0,29335.0,17909.0,283.0,564.0,68000.0,926.0,2606,640,396,2728.0,25.85291887793783,586.0,51.0,453.0,138.0,2566.0,2.0,23.0,0.0
Butler County, Alabama,20280.0,10876.0,8875.0,253.0,203.0,0.0,40.6,8677.0,7426.0,34315.0,19011.0,349.0,563.0,83000.0,950.0,5866,2438,915,5126.0,25.276134122287967,1060.0,79.0,610.0,1827.0,3194.0,84.0,0.0,0.0
Calhoun County, Alabama,115883.0,86777.0,23791.0,3982.0,1079.0,6.0,39.1,53539.0,39690.0,41954.0,22231.0,452.0,635.0,107900.0,1040.0,26169,14018,5639,22135.0,19.10116237929636,4858.0,392.0,3058.0,12122.0,8806.0,805.0,54.0,6.0
Chambers County, Alabama,34018.0,19417.0,13779.0,148.0,312.0,0.0,43.1,15191.0,12263.0,36027.0,21532.0,424.0,658.0,83000.0,906.0,9852,4000,892,6805.0,20.004115468281498,1325.0,160.0,799.0,2761.0,3840.0,76.0,0.0,0.0
Cherokee County, Alabama,25897.0,24156.0,1209.0,405.0,109.0,0.0,45.7,10827.0,10421.0,38925.0,22544.0,378.0,601.0,112500.0,1132.0,7033,3032,1147,4188.0,16.171757346410782,1050.0,81.0,433.0,3645.0,296.0,124.0,71.0,0.0
Chilton County, Alabama,43817.0,36740.0,4418.0,3341.0,191.0,0.0,38.7,19162.0,15328.0,42594.0,22045.0,439.0,646.0,99100.0,1007.0,12723,4912,1587,8779.0,20.035602619987674,1841.0,106.0,843.0,6312.0,1591.0,1449.0,0.0,0.0
Choctaw County, Alabama,13287.0,7495.0,5658.0,74.0,6.0,0.0,45.1,4933.0,5926.0,32622.0,20773.0,325.0,497.0,64600.0,965.0,3684,1549,390,2743.0,20.644238729585307,583.0,60.0,389.0,994.0,1734.0,74.0,0.0,0.0
Clarke County, Alabama,24847.0,13253.0,11304.0,43.0,114.0,33.0,42.0,9851.0,10157.0,32735.0,20543.0,369.0,540.0,85900.0,1038.0,7921,2483,749,6023.0,24.24035094780054,1079.0,70.0,520.0,2130.0,3842.0,18.0,21.0,0.0
Clay County, Alabama,13483.0,11177.0,1993.0,419.0,0.0,0.0,43.7,5863.0,5085.0,38815.0,21115.0,278.0,441.0,90000.0,1041.0,3395,1387,419,2195.0,16.27975969739672,499.0,85.0,285.0,1620.0,420.0,184.0,0.0,0.0
Cleburne County, Alabama,14991.0,14176.0,354.0,349.0,86.0,0.0,41.5,6305.0,5521.0,36316.0,19791.0,387.0,582.0,108100.0,1057.0,4122,1168,544,2889.0,19.271562937762656,475.0,17.0,213.0,2483.0,158.0,263.0,3.0,0.0
Coffee County, Alabama,50991.0,38945.0,8766.0,3344.0,623.0,0.0,39.3,24037.0,16246.0,47872.0,25325.0,515.0,701.0,142800.0,1146.0,10603,8564,2941,8219.0,16.118530721107646,1702.0,205.0,1003.0,5050.0,2397.0,783.0,96.0,0.0
Colbert County, Alabama,54377.0,43379.0,8532.0,1306.0,255.0,31.0,42.4,23874.0,20299.0,43786.0,23318.0,422.0,638.0,102500.0,961.0,13774,7398,2568,8910.0,16.385604207661327,1973.0,159.0,1089.0,6295.0,1981.0,128.0,26.0,0.0
Conecuh County, Alabama,12697.0,6593.0,5880.0,224.0,14.0,0.0,44.0,4768.0,5375.0,27609.0,16004.0,329.0,528.0,72300.0,787.0,4232,978,329,4107.0,32.346223517366305,965.0,56.0,539.0,1400.0,2619.0,23.0,0.0,0.0
Coosa County, Alabama,10864.0,7204.0,3516.0,140.0,0.0,0.0,44.9,4286.0,4846.0,31910.0,18080.0,337.0,567.0,76500.0,862.0,3110,922,297,1610.0,14.81958762886598,252.0,4.0,88.0,817.0,793.0,6.0,0.0,0.0
Covington County, Alabama,37729.0,31881.0,4945.0,578.0,176.0,23.0,42.9,16188.0,14205.0,37313.0,21738.0,367.0,585.0,93700.0,909.0,9444,5318,1300,7031.0,18.635532349121366,1439.0,149.0,801.0,5034.0,1882.0,101.0,22.0,0.0
Crenshaw County, Alabama,13896.0,9935.0,3312.0,234.0,232.0,0.0,41.6,6173.0,4938.0,37557.0,20455.0,309.0,515.0,77600.0,924.0,3879,1697,354,2484.0,17.875647668393782,546.0,20.0,330.0,1523.0,863.0,10.0,0.0,0.0
Cullman County, Alabama,81316.0,77946.0,899.0,3426.0,497.0,19.0,40.5,34362.0,30858.0,39297.0,21041.0,437.0,626.0,118700.0,999.0,20560,11499,2996,13718.0,16.869988686113434,2594.0,199.0,1068.0,12938.0,233.0,1358.0,30.0,15.0
Dale County, Alabama,49607.0,36921.0,9756.0,2921.0,508.0,11.0,36.9,22934.0,16404.0,44093.0,22834.0,461.0,636.0,103800.0,955.0,11556,6823,1821,9897.0,19.950813393271112,1972.0,120.0,1116.0,5523.0,3747.0,828.0,44.0,11.0
Dallas County, Alabama,41426.0,11884.0,28798.0,397.0,163.0,37.0,38.9,16927.0,15263.0,28136.0,17611.0,361.0,581.0,81000.0,932.0,10381,4614,1494,14027.0,33.86037754067494,2708.0,306.0,2047.0,1855.0,11944.0,86.0,0.0,17.0
DeKalb County, Alabama,70937.0,61858.0,1082.0,9942.0,214.0,497.0,39.3,29881.0,25661.0,38248.0,18685.0,373.0,552.0,99600.0,942.0,17869,7518,2238,13872.0,19.55538012602732,2496.0,204.0,1146.0,10333.0,239.0,3911.0,14.0,70.0
Elmore County, Alabama,80957.0,61018.0,17296.0,2268.0,457.0,0.0,38.3,36430.0,28273.0,53398.0,24771.0,581.0,817.0,152500.0,1173.0,19835,12420,4620,10893.0,13.455291080450115,2281.0,201.0,1178.0,6872.0,3732.0,650.0,44.0,0.0
Escambia County, Alabama,37875.0,23453.0,12267.0,780.0,40.0,67.0,39.9,14130.0,16228.0,32334.0,17420.0,381.0,564.0,93900.0,943.0,11534,3685,1094,8894.0,23.48250825082508,1738.0,251.0,988.0,4094.0,4376.0,126.0,16.0,0.0
Etowah County, Alabama,103363.0,84024.0,15931.0,3752.0,699.0,67.0,40.9,45399.0,38037.0,40478.0,21287.0,434.0,623.0,101900.0,1032.0,24667,13488,4311,18713.0,18.10415719357991,3843.0,321.0,2068.0,13137.0,4500.0,1196.0,11.0,0.0
Fayette County, Alabama,16783.0,14371.0,2104.0,144.0,45.0,0.0,43.6,6827.0,6869.0,36205.0,20201.0,315.0,483.0,76400.0,928.0,4850,1768,622,2863.0,17.058928677828757,622.0,67.0,278.0,2090.0,680.0,27.0,0.0,0.0
Franklin County, Alabama,31573.0,28133.0,1427.0,5057.0,102.0,18.0,39.1,13622.0,11052.0,36138.0,18193.0,359.0,553.0,87000.0,854.0,8266,3380,933,6951.0,22.01564628004941,1383.0,303.0,727.0,6146.0,178.0,1720.0,88.0,0.0
Geneva County, Alabama,26765.0,23235.0,2570.0,992.0,103.0,0.0,42.0,11510.0,10032.0,36519.0,20189.0,375.0,567.0,81500.0,883.0,7043,3029,634,6011.0,22.45843452269755,1265.0,103.0,761.0,4735.0,906.0,324.0,7.0,0.0
Greene County, Alabama,8587.0,1472.0,6977.0,53.0,14.0,0.0,41.3,2870.0,3917.0,21339.0,13679.0,246.0,414.0,68100.0,816.0,2528,815,138,3233.0,37.6499359496914,628.0,21.0,394.0,212.0,3021.0,4.0,0.0,0.0
Hale County, Alabama,15159.0,6062.0,8843.0,183.0,16.0,9.0,39.7,5730.0,6342.0,33351.0,19296.0,286.0,449.0,89400.0,980.0,4529,1691,443,3858.0,25.45022758757174,828.0,63.0,613.0,760.0,3098.0,3.0,0.0,0.0
Henry County, Alabama,17187.0,12113.0,4793.0,435.0,0.0,0.0,43.2,7623.0,6384.0,41045.0,22825.0,374.0,582.0,101800.0,1022.0,4622,2015,871,2586.0,15.046255891080468,579.0,39.0,318.0,1289.0,1193.0,64.0,0.0,0.0
Houston County, Alabama,103891.0,72332.0,27680.0,3311.0,866.0,27.0,39.3,47835.0,34255.0,41945.0,24086.0,517.0,707.0,124800.0,1049.0,23807,15775,5261,19415.0,18.687855540903445,3882.0,421.0,2579.0,9110.0,9454.0,1180.0,61.0,27.0
Jackson County, Alabama,52608.0,47949.0,1733.0,1435.0,196.0,28.0,42.8,22945.0,19769.0,38422.0,20487.0,393.0,591.0,103800.0,979.0,15835,6045,1740,9780.0,18.590328467153284,2187.0,281.0,803.0,8209.0,576.0,645.0,109.0,0.0
Jefferson County, Alabama,659096.0,345499.0,280248.0,24316.0,9932.0,198.0,37.5,324499.0,199462.0,47220.0,28162.0,615.0,820.0,145700.0,1273.0,121737,119609,55411,116750.0,17.7136562807239,23759.0,1762.0,16533.0,34641.0,73922.0,8272.0,730.0,23.0
Lamar County, Alabama,14066.0,12315.0,1584.0,201.0,0.0,0.0,44.3,5690.0,5735.0,34298.0,20206.0,280.0,432.0,71100.0,869.0,3744,1458,492,3322.0,23.617233044220104,729.0,20.0,372.0,2612.0,662.0,119.0,0.0,0.0
